id,Protein names,Gene names,STY_30m_med,STY_4h_med
5005,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",AGAP3,1.0467274999999998,1.054795
5006,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",ARAP1,0.9108175000000001,0.9910475000000001
5008,Importin-9,IPO9,0.9009175,1.0007375
5009,"Discoidin, CUB and LCCL domain-containing protein 2",DCBLD2,1.016175,0.95624
5011,RNA-binding protein 14,RBM14,0.989065,1.0576499999999998
5013,E3 ubiquitin-protein ligase NEDD4-like,NEDD4L,0.9142224999999999,0.99344
5014,Protein quaking,QKI,0.8936025,1.0607499999999999
5016,Formin-like protein 2,FMNL2,1.02975,1.136625
5018,Pseudouridylate synthase 7 homolog,PUS7,0.942805,0.97292
5019,"CCA tRNA nucleotidyltransferase 1, mitochondrial",TRNT1,0.955295,0.9840475000000001
5020,Kinesin-like protein KIF20B,KIF20B,1.0620525,1.171125
5021,Serine/threonine-protein phosphatase 1 regulatory subunit 10,PPP1R10,1.10785,1.02558
5022,Sodium-coupled neutral amino acid transporter 2,SLC38A2,1.2883749999999998,1.0743749999999999
5025,Myotubularin-related protein 9,MTMR9,1.020475,1.05794
5026,Vacuolar protein sorting-associated protein 35,VPS35,1.0796999999999999,1.001175
5027,Transcriptional activator protein Pur-beta,PURB,0.9763925,0.9283600000000001
5028,Exportin-6,XPO6,0.90879,0.95318
5029,Sperm-associated antigen 5,SPAG5,2.5656499999999998,1.7585000000000002
5030,Pannexin-1,PANX1,1.18706,NA
5031,Nucleus accumbens-associated protein 1,NACC1,1.014645,1.0587
5032,Sorting nexin-18,SNX18,0.9017175,0.913405
5035,"Elongation factor G, mitochondrial",GFM1,0.9156575,0.9608225
5037,Trimethylguanosine synthase,TGS1,1.084265,NA
5038,NudC domain-containing protein 1,NUDCD1,0.968915,1.0320749999999999
5040,Gamma-tubulin complex component 6,TUBGCP6,1.53065,1.546075
5041,Ubiquitin carboxyl-terminal hydrolase 28;Ubiquitin carboxyl-terminal hydrolase,USP28,1.084915,1.14925
5042,TP53-regulating kinase,TP53RK,0.8636925,0.9673625
5043,GPI transamidase component PIG-S,PIGS,1.089075,1.0206075000000001
5044,ATPase WRNIP1,WRNIP1,1.088625,1.0667
5045,Ran-binding protein 9,RANBP9,1.1607500000000002,1.010035
5047,Ubiquitin-like protein 7,UBL7,0.924185,1.052505
5051,BTB/POZ domain-containing protein KCTD15,KCTD15,1.01836,1.098875
5053,Protein IWS1 homolog,IWS1,1.1984375,1.07029
5054,Paired amphipathic helix protein Sin3a,SIN3A,1.13655,1.0203
5055,Oxysterol-binding protein-related protein 9,OSBPL9,1.5288500000000003,1.758225
5056,2-aminoethanethiol dioxygenase,ADO,0.9246975,1.1766
5058,RUN and FYVE domain-containing protein 1,RUFY1,1.0698175,1.154575
5060,MMS19 nucleotide excision repair protein homolog,MMS19,0.9121874999999999,0.972685
5061,Niban-like protein 1,FAM129B,1.1138,1.0328499999999998
5062,ATP-dependent zinc metalloprotease YME1L1,YME1L1,0.99135,0.851425
5063,Regulator of microtubule dynamics protein 3,RMDN3,1.0296349999999999,0.98939
5064,Tubulin-folding cofactor B,TBCB,0.97988,0.94991
5065,Proteasome subunit beta type-7,PSMB7,1.006825,0.953435
5066,Cell division cycle 5-like protein,CDC5L,1.144375,1.1353550000000001
5067,26S proteasome non-ATPase regulatory subunit 1,PSMD1,1.0281,1.019875
5068,Stromal cell-derived factor 2,SDF2,1.2827250000000001,1.085185
5069,Prefoldin subunit 5,PFDN5,1.0493999999999999,0.985625
5070,E3 ubiquitin-protein ligase RING2,RNF2,1.374525,1.02209
5071,Protein deglycase DJ-1,PARK7,0.9611125,1.0103024999999999
5074,Synaptic vesicle membrane protein VAT-1 homolog,VAT1,1.00485,0.962545
5075,Perilipin-2,PLIN2,1.26445,0.95372
5076,"DnaJ homolog subfamily C member 2;DnaJ homolog subfamily C member 2, N-terminally processed",DNAJC2,0.9580125,0.9749575
5077,Nuclear pore complex protein Nup88,NUP88,0.9733324999999999,1.03261
5078,Phosphoinositide 3-kinase regulatory subunit 4,PIK3R4,1.077925,1.01713
5079,Ribonucleases P/MRP protein subunit POP1,POP1,1.03948,0.9689650000000001
5080,Protein S100-A13,S100A13,1.32455,1.027075
5081,Mitochondrial import inner membrane translocase subunit Tim17-A,TIMM17A,1.0233750000000001,0.93595
5082,Translin-associated protein X,TSNAX;DISC1,1.070295,1.1008499999999999
5083,Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein,EIF3C;EIF3CL,0.987535,1.0137099999999999
5084,Tetratricopeptide repeat protein 1,TTC1,0.8784575,0.9844925
5085,DnaJ homolog subfamily C member 7,DNAJC7,0.964985,0.9884525
5086,Protein C10,C12orf57,0.99922,0.964635
5088,Calcineurin B homologous protein 1,CHP1,1.08315,1.007295
5089,Kinesin-like protein KIF2C,KIF2C,0.8515325,0.8440475000000001
5090,Methionine synthase,MTR,0.9067075,0.9620825
5091,3-hydroxyacyl-CoA dehydrogenase type-2,HSD17B10,1.038475,0.9704524999999999
5093,Sigma non-opioid intracellular receptor 1,SIGMAR1,1.0978500000000002,1.040775
5094,Nucleosome assembly protein 1-like 4,NAP1L4,1.01305,0.9733799999999999
5096,Gamma-soluble NSF attachment protein,NAPG,0.9178824999999999,1.03605
5097,"Thioredoxin, mitochondrial",TXN2,1.05675,0.9252450000000001
5099,Mitochondrial intermediate peptidase,MIPEP,1.03573,1.009635
5100,Transmembrane 9 superfamily member 2,TM9SF2,1.156125,1.07175
5101,Equilibrative nucleoside transporter 1,SLC29A1,0.8841,NA
5102,Tumor susceptibility gene 101 protein,TSG101,1.0375275,1.052225
5104,T-complex protein 1 subunit eta,CCT7,0.9752425,1.0033575
5105,Protein arginine N-methyltransferase 1,PRMT1,1.0239500000000001,0.9452625
5106,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha,AGPAT1,1.13,NA
5107,Endophilin-A2,SH3GL1,1.0292775,1.0612499999999998
5108,Serine/threonine-protein kinase VRK1,VRK1,1.129975,1.2215250000000002
5109,Growth/differentiation factor 15,GDF15,1.060295,0.9422025
5110,Dihydropyrimidinase-related protein 5,DPYSL5,0.9539300000000001,1.08514
5111,Protein NipSnap homolog 1,NIPSNAP1,0.9689099999999999,NA
5112,Condensin complex subunit 3,NCAPG,0.9196175,0.9787025
5113,Actin-related protein 2/3 complex subunit 5-like protein,ARPC5L,1.0269525000000002,1.017735
5114,Polyadenylate-binding protein-interacting protein 2,PAIP2,0.929735,1.2906499999999999
5115,Zinc phosphodiesterase ELAC protein 2,ELAC2,0.9338825,0.9604375
5116,Uncharacterized protein C19orf43,C19orf43,1.0590925,0.9939825
5117,Glutamate-rich WD repeat-containing protein 1,GRWD1,1.1554600000000002,1.037515
5118,O-acetyl-ADP-ribose deacetylase MACROD1,MACROD1,0.6950324999999999,1.146575
5120,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",ECSIT,1.3372,1.2144
5121,Methylosome protein 50,WDR77,0.9023225,0.8437675
5122,"Ribosomal protein 63, mitochondrial",MRPL57,0.974135,0.923495
5123,Selenoprotein S,VIMP,1.0313475,0.9802200000000001
5124,Myb-binding protein 1A,MYBBP1A,0.9084224999999999,1.007155
5125,Fermitin family homolog 1,FERMT1,1.06564,0.8438125000000001
5126,Mitochondrial genome maintenance exonuclease 1,MGME1,1.1092499999999998,0.9209875000000001
5127,FYVE and coiled-coil domain-containing protein 1,FYCO1,0.955745,0.9944799999999999
5128,Acyl-CoA-binding domain-containing protein 6,ACBD6,1.086665,1.22395
5129,Coronin-1B,CORO1B,1.03553,0.9827675
5130,Thioredoxin domain-containing protein 17,TXNDC17,1.0888725,0.98977
5132,Serine/threonine-protein phosphatase CPPED1,CPPED1,1.330225,1.1334275
5133,Vacuolar protein-sorting-associated protein 25,VPS25,1.034345,1.13785
5134,Uncharacterized protein C7orf50,C7orf50,0.8652025000000001,0.99592
5136,45 kDa calcium-binding protein,SDF4,0.937525,0.8273275
5138,Programmed cell death protein 2-like,PDCD2L,1.017215,0.9939149999999999
5139,Partner of Y14 and mago,WIBG,1.123135,1.052175
5140,Apoptosis-inducing factor 2,AIFM2,1.03875,0.983905
5141,ADP-dependent glucokinase,ADPGK,1.0967,1.0370125
5142,Serine/threonine-protein kinase RIO1,RIOK1,1.32526,0.977285
5143,Migration and invasion enhancer 1,MIEN1,1.1627,1.0942075
5145,"DNA replication complex GINS protein SLD5;DNA replication complex GINS protein SLD5, N-terminally processed;DNA replication complex GINS protein SLD5",GINS4,0.8990549999999999,1.058925
5147,Protein pelota homolog,PELO,1.059425,1.1874500000000001
5148,DNA replication complex GINS protein PSF3,GINS3,1.0102275,1.0690750000000002
5149,Redox-regulatory protein FAM213A,FAM213A,1.0016425,1.018285
5151,Endoplasmic reticulum resident protein 44,ERP44,1.071725,1.0042775
5153,Nucleolar protein 10,NOL10,1.1794,NA
5155,Translational activator of cytochrome c oxidase 1,TACO1,0.95023,1.0479175
5156,Gamma-tubulin complex component 2,TUBGCP2,1.0144,0.9652799999999999
5158,Extended synaptotagmin-1,ESYT1,1.0781749999999999,1.0187325
5159,MARVEL domain-containing protein 1,MARVELD1,1.11995,0.978855
5164,Protein canopy homolog 3,CNPY3,1.3697500000000002,1.0823749999999999
5165,Chitobiosyldiphosphodolichol beta-mannosyltransferase,ALG1,1.1890375,1.2308000000000001
5167,NEDD4 family-interacting protein 1,NDFIP1,1.1277,NA
5168,Proteasome assembly chaperone 3,PSMG3,1.0090249999999998,0.95699
5169,COP9 signalosome complex subunit 4,COPS4,0.977325,1.016375
5170,Death-inducer obliterator 1,DIDO1,1.38625,1.1296525
5171,Dynactin subunit 5,DCTN5,4.48105,NA
5172,Mini-chromosome maintenance complex-binding protein,MCMBP,0.9485375,1.03225
5173,DCN1-like protein 5;DCN1-like protein,DCUN1D5,1.0142349999999998,1.0125825000000002
5174,RNMT-activating mini protein,FAM103A1,1.0951275,1.158425
5175,Ubiquitin-related modifier 1,URM1,1.3954,NA
5176,Acidic leucine-rich nuclear phosphoprotein 32 family member E,ANP32E,0.896835,1.02116
5178,Phosphatidylinositol 4-kinase type 2-alpha,PI4K2A,0.9636625,0.9457225
5179,Transmembrane protein 43,TMEM43,1.055875,1.0193575
5180,Nucleoporin NDC1,NDC1,1.142385,1.0836
5181,Plasma alpha-L-fucosidase,FUCA2,1.044895,NA
5182,Protein HGH1 homolog,HGH1,1.0448575,0.9541875
5183,Dehydrogenase/reductase SDR family member 4,DHRS4,1.1703000000000001,0.9366125000000001
5184,Thiamine-triphosphatase,THTPA,1.285975,NA
5185,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,NDUFAF3,1.05015,1.00458
5187,Deoxyhypusine hydroxylase,DOHH,1.094925,0.9730075
5188,"Transmembrane protein 70, mitochondrial",TMEM70,1.32065,1.038125
5189,Mediator of RNA polymerase II transcription subunit 18,MED18,1.001075,0.9615275
5190,"Iron-sulfur cluster assembly 1 homolog, mitochondrial",ISCA1,1.6076000000000001,NA
5191,Tubulin beta-6 chain,TUBB6,1.149,1.01142
5192,DNA-directed RNA polymerase III subunit RPC3,POLR3C,1.0990499999999999,1.272125
5193,Protein misato homolog 1,MSTO1,1.0842925,0.946195
5194,Programmed cell death protein 10,PDCD10,0.9366725,0.9075949999999999
5196,Oxidoreductase HTATIP2,HTATIP2,1.14485,0.9511149999999999
5197,Probable ATP-dependent RNA helicase DDX23,DDX23,1.1638549999999999,1.06425
5198,3-hydroxybutyrate dehydrogenase type 2,BDH2,0.92941,1.08955
5204,Methylthioribose-1-phosphate isomerase,MRI1,1.1265450000000001,1.02512
5205,Monoacylglycerol lipase ABHD6,ABHD6,1.2522,NA
5206,THUMP domain-containing protein 3,THUMPD3,0.9681649999999999,0.8624149999999999
5207,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",ADI1,1.0840375,1.0363
5209,ER membrane protein complex subunit 6,EMC6,1.06895,1.1373250000000001
5210,"N-terminal Xaa-Pro-Lys N-methyltransferase 1;N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed",NTMT1,0.9219225,1.092525
5212,Transmembrane protein 109,TMEM109,1.0592000000000001,0.9915824999999999
5213,Protein PBDC1,PBDC1,0.938635,1.013065
5215,Nucleolar complex protein 4 homolog,NOC4L,0.8755225,0.9515399999999999
5216,U3 small nucleolar RNA-associated protein 14 homolog A,UTP14A,0.9277274999999999,0.95231
5217,Dual specificity protein phosphatase 23,DUSP23,1.1408999999999998,0.9096675
5219,Transmembrane emp24 domain-containing protein 9,TMED9,1.0398999999999998,0.975675
5220,Protein DPCD,DPCD,2.6168,1.426875
5221,Guanine nucleotide-binding protein-like 3,GNL3,0.9061425,1.0285475
5222,Spermatogenesis-associated protein 5-like protein 1,SPATA5L1,1.2427000000000001,NA
5224,Mitochondrial import inner membrane translocase subunit Tim21,TIMM21,1.0495,1.0804999999999998
5228,Elongation of very long chain fatty acids protein 1,ELOVL1,1.203875,1.0194575000000001
5229,DET1- and DDB1-associated protein 1,DDA1,0.990335,NA
5231,"HIG1 domain family member 2A, mitochondrial",HIGD2A,0.9113825,1.872325
5234,"Threonine--tRNA ligase, mitochondrial",TARS2,1.0165975,0.9034825
5235,"Acetyl-CoA acetyltransferase, cytosolic",ACAT2,0.83331,1.0479249999999998
5236,RNA-binding protein 4;RNA-binding protein 4B,RBM4;RBM4B,0.96993,1.028015
5237,Single-stranded DNA-binding protein 4;Single-stranded DNA-binding protein 2;Single-stranded DNA-binding protein 3,SSBP4;SSBP2;SSBP3,1.05721,NA
5239,FUN14 domain-containing protein 2,FUNDC2,1.077825,0.9952425
5240,RNA polymerase II-associated protein 1,RPAP1,0.9758850000000001,0.941435
5241,Splicing factor 3B subunit 5,SF3B5,1.093225,1.061575
5242,Chitinase domain-containing protein 1,CHID1,0.9913924999999999,1.0604
5244,"Histidine triad nucleotide-binding protein 2, mitochondrial",HINT2,1.0424625,0.9097325
5246,Oxysterol-binding protein-related protein 11,OSBPL11,1.0428074999999999,0.9940450000000001
5248,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15,0.9836525,0.9798724999999999
5249,Bcl-2-like protein 13,BCL2L13,1.05177,1.0052425
5250,Solute carrier family 12 member 9,SLC12A9,1.16461,NA
5251,Serrate RNA effector molecule homolog,SRRT,0.9863425,0.9647475
5252,Queuine tRNA-ribosyltransferase,QTRT1,1.0362,1.1200999999999999
5253,AP-1 complex subunit mu-1,AP1M1,1.0071575,0.9490525
5255,Oxysterol-binding protein-related protein 1,OSBPL1A,0.8696225,0.8352575
5256,Cat eye syndrome critical region protein 5,CECR5,0.938285,0.9807199999999999
5257,Fanconi anemia group D2 protein,FANCD2,0.913375,0.9908399999999999
5259,Ankyrin repeat domain-containing protein 30B,ANKRD30B,0.905205,NA
5260,Inosine triphosphate pyrophosphatase,ITPA,1.049675,0.9826225
5261,Charged multivesicular body protein 4a,CHMP4A,1.152075,1.016905
5262,"Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed",EIF2A,0.958175,0.9871525
5263,"Alpha-(1,6)-fucosyltransferase",FUT8,0.933305,NA
5264,"39S ribosomal protein L32, mitochondrial",MRPL32,0.97824,NA
5265,"39S ribosomal protein L20, mitochondrial",MRPL20,1.0030675,0.9400275
5266,"39S ribosomal protein L13, mitochondrial",MRPL13,0.996685,0.9745225
5267,"39S ribosomal protein L9, mitochondrial",MRPL9,0.9521425,0.9266875
5268,"39S ribosomal protein L1, mitochondrial",MRPL1,1.06989,1.0437725
5270,Partitioning defective 6 homolog beta,PARD6B,1.751835,NA
5272,Sulfiredoxin-1,SRXN1,1.12285,1.03754
5273,"28S ribosomal protein S26, mitochondrial",MRPS26,0.8859250000000001,0.8476275
5274,"Neurolysin, mitochondrial",NLN,1.1134,1.062225
5275,Centrosomal protein of 41 kDa,CEP41,1.112825,1.1982249999999999
5276,"Pantothenate kinase 2, mitochondrial",PANK2,1.290325,1.6647750000000001
5278,Kinetochore protein Nuf2,NUF2,1.1145749999999999,1.0071175
5279,"39S ribosomal protein L37, mitochondrial",MRPL37,0.97031,0.94981
5280,Nucleolar GTP-binding protein 1,GTPBP4,0.8942625,1.091755
5281,Tether containing UBX domain for GLUT4,ASPSCR1,1.12376,NA
5282,Oxysterol-binding protein-related protein 8;Oxysterol-binding protein,OSBPL8,1.0904,1.157575
5283,Oxysterol-binding protein-related protein 6,OSBPL6,1.3169749999999998,1.01634
5284,Uveal autoantigen with coiled-coil domains and ankyrin repeats,UACA,1.021655,1.0141499999999999
5285,WD repeat-containing protein 11,WDR11,0.9709,0.983615
5287,F-box-like/WD repeat-containing protein TBL1XR1,TBL1XR1,0.8641025,1.0192575000000001
5288,Ubiquitin-like protein 5,UBL5,1.1148525,0.8205775
5289,ER degradation-enhancing alpha-mannosidase-like protein 3,EDEM3,1.1358,0.9836574999999999
5290,Protein Niban,FAM129A,1.078775,1.044125
5291,Uridine-cytidine kinase 2,UCK2,0.8845475,0.9308475
5292,Apoptosis inhibitor 5,API5,0.95305,1.05695
5293,Protein sprouty homolog 4,SPRY4,1.0127525,0.9053975000000001
5295,Tripartite motif-containing protein 2,TRIM2,1.7155,12.3354
5297,Alpha-ketoglutarate-dependent dioxygenase FTO,FTO,1.4583499999999998,NA
5300,182 kDa tankyrase-1-binding protein,TNKS1BP1,1.3289,1.126525
5302,E2/E3 hybrid ubiquitin-protein ligase UBE2O,UBE2O,1.0076049999999999,1.0368249999999999
5303,Protein TANC1,TANC1,0.9480074999999999,1.04874
5304,Protein tweety homolog 3,TTYH3,1.22658,NA
5305,pre-mRNA 3 end processing protein WDR33,WDR33,1.3454275,1.79345
5306,Ribosome biogenesis protein WDR12,WDR12,1.0498750000000001,0.92136
5307,UPF0687 protein C20orf27,C20orf27,1.01675,0.9248825
5308,PITH domain-containing protein 1,PITHD1,1.031215,1.0029925
5309,Derlin-2,DERL2,1.181325,1.269085
5310,COMM domain-containing protein 5,COMMD5,1.077,NA
5312,"WD repeat-containing protein 61;WD repeat-containing protein 61, N-terminally processed",WDR61,1.0012925,0.9982850000000001
5313,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",SLIRP,1.0074375,0.9753875
5315,NIF3-like protein 1,NIF3L1,1.0325575,1.058575
5316,Egl nine homolog 1,EGLN1,1.1381000000000001,1.18247
5317,Protein FAM192A,FAM192A;NIP30,1.03185,0.8893275
5318,WW domain-containing transcription regulator protein 1,WWTR1,1.151835,0.6916825
5319,Cytochrome c oxidase assembly factor 1 homolog,COA1,0.7127975,0.806635
5320,Mitochondrial fission factor,MFF,0.9458300000000001,1.09105
5321,Ubiquitin-like modifier-activating enzyme 5,UBA5,0.98811,1.141725
5322,Transmembrane protein 126A,TMEM126A,0.9664625,1.016905
5323,Polyadenylate-binding protein-interacting protein 1,PAIP1,0.9183574999999999,1.147475
5325,Caseinolytic peptidase B protein homolog,CLPB,0.940805,0.999325
5326,Protein MIS12 homolog,MIS12,1.0994549999999998,1.5458500000000002
5327,Large subunit GTPase 1 homolog,LSG1,1.064445,0.9023125000000001
5328,N-acetyltransferase 10,NAT10,1.1352875,1.0655225000000002
5329,COMM domain-containing protein 4,COMMD4,1.2001750000000002,1.0608499999999998
5330,Kinesin light chain 2,KLC2,1.17065,0.9658199999999999
5331,Integrin-linked kinase-associated serine/threonine phosphatase 2C,ILKAP;ILKAP3,0.9472624999999999,1.1971500000000002
5332,5-3 exoribonuclease 2,XRN2,1.0252675,1.04095
5333,Toll-interacting protein,TOLLIP,1.1394250000000001,1.1206075
5335,Rac GTPase-activating protein 1,RACGAP1,1.0118675,0.91917
5337,Poly [ADP-ribose] polymerase 12,PARP12,1.365875,2.56554
5339,5-nucleotidase;Cytosolic 5-nucleotidase 3A,NT5C3A,0.9733499999999999,1.0374775
5341,Probable ATP-dependent RNA helicase DDX47,DDX47,1.1519249999999999,1.11023
5342,Ras-related protein Rab-1B,RAB1B,1.183025,0.9915324999999999
5343,"39S ribosomal protein L18, mitochondrial",MRPL18,1.0029625000000002,0.9581375
5344,VIP36-like protein,LMAN2L,1.2055500000000001,1.2849249999999999
5345,Protein SMG9,SMG9,1.0928475,1.0704850000000001
5346,Anaphase-promoting complex subunit 1,ANAPC1,1.09475,0.93868
5347,Interferon regulatory factor 2-binding protein-like,IRF2BPL,1.0879475,1.533675
5348,Cysteine-rich and transmembrane domain-containing protein 1,CYSTM1,11.80365,1.0363975
5349,DNA-directed RNA polymerase III subunit RPC6,POLR3F,1.2123249999999999,2.65665
5351,Thioredoxin-related transmembrane protein 4,TMX4,1.119175,1.0785
5352,Activating signal cointegrator 1 complex subunit 2,ASCC2,1.054255,1.0041449999999998
5353,Autophagy protein 5,ATG5,1.1768999999999998,NA
5354,WD repeat-containing protein 13,WDR13,2.135825,1.3647749999999998
5356,EH domain-containing protein 4,EHD4,0.974585,1.073
5357,Vacuolar protein sorting-associated protein 16 homolog,VPS16,0.87684,NA
5358,Vacuolar protein sorting-associated protein 11 homolog,VPS11,1.0479175,1.016435
5359,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,1.19275,1.0239175
5360,Mitochondrial folate transporter/carrier,SLC25A32,0.854105,NA
5362,STE20-like serine/threonine-protein kinase,SLK,1.0166300000000001,1.031925
5363,Testis-specific Y-encoded-like protein 2,TSPYL2,1.0911650000000002,1.0725725
5364,Phosducin-like protein 3,PDCL3,0.9470825,0.988855
5365,Sodium-dependent neutral amino acid transporter B(0)AT2,SLC6A15,1.2014,1.04055
5366,Serine/threonine-protein kinase TAO3,TAOK3,0.9528475000000001,1.0317275
5367,Rab3 GTPase-activating protein non-catalytic subunit,RAB3GAP2,0.9710274999999999,0.96143
5368,Activity-dependent neuroprotector homeobox protein,ADNP,1.6631049999999998,2.403775
5370,ATP-dependent RNA helicase DHX36,DHX36,1.04452,0.9579125
5371,"Inorganic pyrophosphatase 2, mitochondrial",PPA2,1.1202,1.03117
5372,Protein spinster homolog 1,SPNS1,1.151295,1.7973499999999998
5373,"39S ribosomal protein L46, mitochondrial",MRPL46,1.0054150000000002,1.00058
5374,Pinin,PNN,1.1675775,1.1453
5376,UPF0696 protein C11orf68,C11orf68,1.1456,1.4659
5377,Growth hormone-inducible transmembrane protein,GHITM,1.02908,0.9559475
5378,BolA-like protein 2,BOLA2;BOLA2B,1.13405,0.999495
5379,Thioredoxin-related transmembrane protein 1,TMX1,0.9595275000000001,0.9900175
5381,Golgi resident protein GCP60,ACBD3,1.0492750000000002,0.993325
5384,Tyrosine-protein phosphatase non-receptor type 23,PTPN23,1.0488499999999998,1.0018375
5385,Protein unc-45 homolog A,UNC45A,1.1116,1.0161175
5387,DnaJ homolog subfamily C member 5,DNAJC5,0.90296,1.05975
5388,Uncharacterized protein C1orf198,C1orf198,1.1056725,0.9051375
5389,Charged multivesicular body protein 4b,CHMP4B,1.01569,1.0507749999999998
5390,GDP-fucose protein O-fucosyltransferase 1,POFUT1,1.1015000000000001,0.9144399999999999
5395,Aminopeptidase B,RNPEP,0.9545649999999999,0.9883824999999999
5396,Golgi phosphoprotein 3,GOLPH3,1.211325,1.0165899999999999
5400,Oxysterol-binding protein-related protein 3,OSBPL3,1.208675,1.0832899999999999
5401,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,SMARCAD1,1.0731325,0.9443375
5402,EH domain-containing protein 1,EHD1,1.066075,0.99619
5403,ESF1 homolog,ESF1,1.6277749999999997,1.1260000000000001
5404,"HEAT repeat-containing protein 1;HEAT repeat-containing protein 1, N-terminally processed",HEATR1,1.057175,0.99318
5406,"Dimethyladenosine transferase 2, mitochondrial",TFB2M,1.0148675,0.9297975
5407,UPF0428 protein CXorf56,CXorf56,1.14795,NA
5408,MIP18 family protein FAM96A,FAM96A,0.96557,1.01113
5409,Coiled-coil domain-containing protein 134,CCDC134,1.000915,1.119865
5411,Coiled-coil domain-containing protein 86,CCDC86,1.21478,1.00144
5412,Optic atrophy 3 protein,OPA3,1.0448,NA
5414,Nucleolar protein 6,NOL6,1.1687325,2.2398249999999997
5417,Probable ATP-dependent RNA helicase YTHDC2,YTHDC2,1.0650249999999999,0.9269575
5418,RNA polymerase II-associated protein 3,RPAP3,1.036875,0.9889
5419,Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66,NO66,1.30354,1.1848925000000001
5420,WD repeat-containing protein 55,WDR55,1.1952,0.98512
5421,dCTP pyrophosphatase 1,DCTPP1,1.0052474999999998,0.90961
5422,Ribosome production factor 2 homolog,RPF2,0.90371,1.0293299999999999
5423,Histone-lysine N-methyltransferase SMYD3,SMYD3,1.150995,NA
5424,Dedicator of cytokinesis protein 5,DOCK5,1.0917750000000002,1.03106
5425,WD repeat-containing protein 26,WDR26,0.8471225,0.930245
5426,UPF0488 protein C8orf33,C8orf33,1.133445,1.357515
5431,Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form,PTGES2,1.2952,1.011805
5432,Phosphorylated adapter RNA export protein,PHAX,0.994275,3.72095
5433,Ubiquitin-conjugating enzyme E2 Z,UBE2Z,0.8740175,0.9611825
5434,Gem-associated protein 7,GEMIN7,0.9200875,0.9229625
5435,"Acyl-CoA dehydrogenase family member 9, mitochondrial",ACAD9,0.9449000000000001,1.0220125000000002
5436,5-nucleotidase domain-containing protein 2,NT5DC2,1.0627749999999998,1.5499925
5439,MOB kinase activator 1A,MOB1A,0.9796549999999999,0.951365
5440,Golgi reassembly-stacking protein 2,GORASP2,0.9495075,1.000705
5441,Mitochondrial glutamate carrier 1,SLC25A22,1.18365,0.949245
5442,Queuine tRNA-ribosyltransferase subunit QTRTD1,QTRTD1,1.0431525000000001,1.08663
5443,Protein-glutamate O-methyltransferase,ARMT1,1.113175,1.060375
5445,CCR4-NOT transcription complex subunit 10,CNOT10,1.9859999999999998,NA
5446,Leucine-rich repeat-containing protein 40,LRRC40,0.873055,0.979285
5447,Sideroflexin-1,SFXN1,1.009135,1.0215874999999999
5448,Conserved oligomeric Golgi complex subunit 4,COG4,1.0437075,1.162875
5450,"39S ribosomal protein L44, mitochondrial",MRPL44,0.9956200000000001,0.95767
5451,Elongator complex protein 3,ELP3,0.9798425,0.9719175
5452,DNA-directed RNA polymerase I subunit RPA2,POLR1B,1.121925,1.139
5453,Ketosamine-3-kinase,FN3KRP,1.0584,1.0963500000000002
5455,"Probable cysteine--tRNA ligase, mitochondrial",CARS2,0.9708375,0.9916799999999999
5456,Phosphopantothenate--cysteine ligase,PPCS,0.9960899999999999,1.0089975
5457,Sialate O-acetylesterase,SIAE,1.58145,NA
5458,Regulator of nonsense transcripts 2,UPF2,0.9862900000000001,1.0178150000000001
5459,Exportin-5,XPO5,0.9560625,0.9892675
5460,"GrpE protein homolog 1, mitochondrial",GRPEL1,0.9666325,0.99401
5461,"UPF0160 protein MYG1, mitochondrial",C12orf10,1.02386,0.9799125
5462,Retinoid-inducible serine carboxypeptidase,SCPEP1,1.0873,1.1251025
5463,,MKKS,1.21605,1.0017524999999998
5464,Calcyclin-binding protein,CACYBP,0.972215,1.01985
5465,Ras-related GTP-binding protein C;Ras-related GTP-binding protein D,RRAGC;RRAGD,1.1123750000000001,1.083475
5468,"Peptide deformylase, mitochondrial",PDF,1.4080000000000001,0.7380525
5469,Retinol dehydrogenase 14,RDH14,1.081325,1.112575
5470,Beta-parvin,PARVB,0.95629,0.990415
5471,Plasminogen receptor (KT),PLGRKT,0.9414199999999999,1.073175
5472,NmrA-like family domain-containing protein 1,NMRAL1,1.158325,1.036035
5473,Kinetochore protein Spc25,SPC25,1.082655,1.08695
5475,Transmembrane protein 165,TMEM165,1.2045,1.1032000000000002
