id,Protein names,Gene names,PRO_30m_med,PRO_4h_med
4649,Probable glutathione peroxidase 8;Glutathione peroxidase,GPX8,1.0281,1.0442
4651,Gem-associated protein 5,GEMIN5,1.0084,0.98262
4653,Rho guanine nucleotide exchange factor 40,ARHGEF40,1.101,0.9928
4655,Importin-4,IPO4,0.91592,0.96316
4658,Serine/threonine-protein phosphatase 4 regulatory subunit 1,PPP4R1,1.0334,1.0418
4660,Ubiquitin-associated and SH3 domain-containing protein B,UBASH3B,1.3137,1.6414
4665,1-acylglycerol-3-phosphate O-acyltransferase ABHD5,ABHD5,1.063,0.93859
4666,Histone-lysine N-methyltransferase SETD7,SETD7,1.4934,1.0569
4667,Conserved oligomeric Golgi complex subunit 1,COG1,0.96882,0.9335
4670,Zinc finger CCCH domain-containing protein 15,ZC3H15,0.94411,1.0063
4671,Peptidyl-prolyl cis-trans isomerase-like 4,PPIL4,0.94752,1.1496
4672,General transcription factor 3C polypeptide 2,GTF3C2,1.1083,1.0389
4674,Transmembrane protein 263,TMEM263,1.206,1.0178
4677,Nuclear pore complex protein Nup133,NUP133,0.97138,1.0634
4678,Programmed cell death 6-interacting protein,PDCD6IP,1.2083,1.0159
4679,Sodium-dependent phosphate transporter 1,SLC20A1,1.0406,1.3665
4681,Protein BRICK1,BRK1,0.99017,1.0254
4682,Putative glutathione-specific gamma-glutamylcyclotransferase 2,CHAC2,1.0175,0.97793
4684,Protein THEM6,THEM6,0.92704,0.97452
4688,RNA polymerase-associated protein LEO1,LEO1,0.97095,1.3802
4689,Small integral membrane protein 4,SMIM4,1.149,0.97827
4690,NudC domain-containing protein 2,NUDCD2,1.0581,1.0303
4691,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein,SNRNP27,1.0933,1.2917
4692,Spindle and kinetochore-associated protein 2,SKA2,1.1277,1.0903
4694,"Dimethyladenosine transferase 1, mitochondrial",TFB1M,0.90533,1.0402
4695,Cohesin subunit SA-1,STAG1;DKFZp781D1416,1.0564,0.98072
4696,Sec1 family domain-containing protein 1,SCFD1,1.0482,0.9796
4699,Fatty acyl-CoA reductase 1,FAR1,0.89601,0.76868
4700,Ubiquitin-like domain-containing CTD phosphatase 1,UBLCP1,1.0354,0.95643
4701,tRNA-splicing endonuclease subunit Sen15,TSEN15,1.0617,1.4382
4702,PEST proteolytic signal-containing nuclear protein,PCNP,1.0139,1.0202
4703,SPRY domain-containing protein 4,SPRYD4,1.0627,0.96436
4704,"Uncharacterized protein C2orf47, mitochondrial",C2orf47,1.2579,1.0935
4705,Probable tRNA pseudouridine synthase 1,TRUB1,1.0838,0.97164
4707,Ataxin-2-like protein,ATXN2L,1.071,1.0437
4708,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3",ARAP3,1.2785,0.98383
4710,"Reticulon-4-interacting protein 1, mitochondrial",RTN4IP1,0.87543,1.0886
4711,U4/U6 small nuclear ribonucleoprotein Prp31,PRPF31,1.1013,0.95394
4712,Palladin,PALLD,1.1925,1.0657
4713,Splicing regulatory glutamine/lysine-rich protein 1,SREK1,1.1229,1.1894
4714,Gem-associated protein 6,GEMIN6,0.93561,0.9612
4716,Paraspeckle component 1,PSPC1,1.0691,1.0601
4718,DnaJ homolog subfamily C member 9,DNAJC9,1.2939,1.0999
4719,BRI3-binding protein,BRI3BP,1.6483,1.3511
4721,Protein ELYS,AHCTF1,0.92141,1.0304
4724,Ovarian cancer-associated gene 2 protein,OVCA2,1.1409,1.4291
4725,Protein LZIC,LZIC,0.95446,1.072
4726,Immunity-related GTPase family Q protein,IRGQ,1.0205,0.93846
4729,Protein FAM3C,FAM3C,0.86802,1.0886
4730,Histone H1x,H1FX,0.94603,1.0328
4732,Y+L amino acid transporter 2,SLC7A6,1.4297,0.99714
4733,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1,GBF1,1.0291,0.9956
4734,RNA polymerase-associated protein RTF1 homolog,RTF1,1.0921,1.284
4735,Nicastrin,NCSTN,0.98005,0.95148
4737,Engulfment and cell motility protein 1,ELMO1,1.0294,0.97357
4738,AP-3 complex subunit sigma-1,AP3S1,1.0491,0.98837
4741,Protein NDRG1,NDRG1,1.0211,1.1294
4742,Heat shock protein 105 kDa,HSPH1,0.95801,0.98678
4744,Cell differentiation protein RCD1 homolog,RQCD1,1.0199,0.95381
4745,TBC1 domain family member 5,TBC1D5,1.397,1.0808
4746,Unconventional myosin-XVIIIa,MYO18A,0.89801,1.0223
4747,La-related protein 4B,LARP4B,1.237,1.1741
4748,Translational activator GCN1,GCN1L1,0.97825,0.96613
4749,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16,DHX38,1.072,1.0839
4750,Nuclear pore complex protein Nup205,NUP205,0.97468,0.95797
4753,GPI-anchor transamidase,PIGK,0.98797,0.98497
4754,"28S ribosomal protein S31, mitochondrial",MRPS31,1.0312,0.993
4756,Acidic leucine-rich nuclear phosphoprotein 32 family member B,ANP32B,0.92201,0.99059
4757,Geranylgeranyl transferase type-2 subunit alpha,RABGGTA,0.95082,0.93866
4759,Protein TFG,TFG,0.95996,0.93591
4760,Actin-related protein 2/3 complex subunit 1A,ARPC1A,0.94503,0.96284
4762,Histone deacetylase 2,HDAC2,0.99019,1.0438
4763,Signal transducing adapter molecule 1,STAM,0.97583,1.0341
4764,Synaptonemal complex protein SC65,LEPREL4;P3H4,1.2321,1.048
4765,CREB-binding protein,CREBBP,0.87407,0.99675
4766,Symplekin,SYMPK,1.0985,1.0409
4768,Gamma-glutamyl hydrolase,GGH,0.91505,0.87963
4773,DNA repair protein RAD50,RAD50,1.0431,0.96465
4774,Osteoclast-stimulating factor 1,OSTF1,1.0095,1.0502
4775,Canalicular multispecific organic anion transporter 1,ABCC2,1.0822,1.1708
4776,DNA repair endonuclease XPF,ERCC4,0.88477,0.97634
4777,Ubiquitin fusion degradation protein 1 homolog,UFD1L,0.96211,1.0269
4778,Golgi apparatus protein 1,GLG1,1.0075,0.67167
4779,Regulator of nonsense transcripts 1,UPF1,1.0145,0.95216
4780,COP9 signalosome complex subunit 5,COPS5,1.1259,1.0497
4781,G patch domain and KOW motifs-containing protein,GPKOW,1.0305,0.99379
4782,SWI/SNF complex subunit SMARCC1,SMARCC1,1.1031,1.0861
4784,Far upstream element-binding protein 2,KHSRP,0.96529,0.98429
4785,"Glutaryl-CoA dehydrogenase, mitochondrial",GCDH,0.91645,1.1223
4786,Transportin-1,TNPO1,0.95872,0.99352
4787,Rho guanine nucleotide exchange factor 2,ARHGEF2,0.94604,1.0632
4788,Ribosomal RNA small subunit methyltransferase NEP1,EMG1,1.0843,0.98018
4789,Glomulin,GLMN,1.0945,0.82993
4791,Ubiquitin carboxyl-terminal hydrolase 13,USP13,0.94615,1.4529
4792,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,USP9X,0.94421,1.0247
4793,Ubiquitin carboxyl-terminal hydrolase 7;Ubiquitin carboxyl-terminal hydrolase,USP7,0.97086,0.97185
4795,Cullin-5,CUL5,1.0172,1.0501
4796,V-type proton ATPase 116 kDa subunit a isoform 1;V-type proton ATPase subunit a,ATP6V0A1,1.117,1.0219
4798,Mediator of RNA polymerase II transcription subunit 12,MED12;TNRC11,1.1177,1.0576
4800,Phosphorylase b kinase regulatory subunit beta,PHKB,1.0099,0.99418
4802,Riboflavin kinase,RFK,0.75144,0.85439
4803,Protein YIPF5;Protein YIPF,YIPF5,1.0242,1.0153
4804,GPI transamidase component PIG-T,PIGT,0.9725,1.1551
4806,Ras-related protein Rab-24,RAB24,0.95802,1.002
4808,Zinc finger protein 622,ZNF622,1.1766,1.1459
4809,"Ribosome-releasing factor 2, mitochondrial",GFM2,1.1145,1.1759
4812,Proteasome assembly chaperone 2,PSMG2,0.94592,1.0134
4813,Nicalin,NCLN,1.0648,1.0727
4814,Endoplasmic reticulum-Golgi intermediate compartment protein 1,ERGIC1,0.98903,0.99566
4815,"tRNA modification GTPase GTPBP3, mitochondrial",GTPBP3,0.97951,1.1521
4816,Protein TBRG4,TBRG4,0.94495,1.0108
4817,Coiled-coil domain-containing protein 47,CCDC47,1.0579,0.9542
4818,"39S ribosomal protein L24, mitochondrial",MRPL24,0.93189,0.92835
4819,Synapse-associated protein 1,SYAP1,1.1234,1.0327
4821,Exocyst complex component 4,EXOC4,1.0403,1.0159
4822,Protein mago nashi homolog 2,MAGOHB,1.0411,1.0527
4823,"Isochorismatase domain-containing protein 2, mitochondrial",ISOC2,0.95862,1.0198
4824,Patatin-like phospholipase domain-containing protein 2,PNPLA2,1.1402,NA
4825,Far upstream element-binding protein 1,FUBP1,0.89257,1.017
4827,Leucine-rich repeat-containing protein 59,LRRC59,1.0528,1.0135
4828,Ras-related protein Rab-7b,RAB7B,1.2997,1.152
4830,Pre-B-cell leukemia transcription factor-interacting protein 1,PBXIP1,1.105,1.0029
4831,Mitochondrial calcium uniporter regulator 1,MCUR1,1.0926,0.93402
4833,Peptidyl-prolyl cis-trans isomerase FKBP10,FKBP10,1.0021,0.96485
4835,Uncharacterized protein C18orf25,C18orf25;ARKL1,1.1063,1.211
4836,Exosome complex component RRP43,EXOSC8,1.1803,1.253
4839,SH3 domain-containing kinase-binding protein 1,SH3KBP1,1.1645,1.0021
4842,"Axin interactor, dorsalization-associated protein",AIDA,0.955,0.84999
4843,ADP-ribosylation factor-like protein 8A,ARL8A,1.2033,0.99563
4845,Ubiquitin thioesterase otulin,OTULIN,1.2428,0.96313
4846,Coiled-coil-helix-coiled-coil-helix domain-containing protein 1,CHCHD1,1.0433,0.89316
4847,Peptidylprolyl isomerase domain and WD repeat-containing protein 1,PPWD1,1.2297,1.2778
4849,Cytochrome c oxidase assembly factor 7,COA7,1.0817,1.0183
4852,"Phosphatidate cytidylyltransferase, mitochondrial",TAMM41,1.3008,1.2278
4853,Dedicator of cytokinesis protein 10,DOCK10,0.94542,0.94516
4855,Protein FAM136A,FAM136A,1.0296,0.98916
4856,EF-hand domain-containing protein D2,EFHD2,0.949,0.94258
4858,Pyrroline-5-carboxylate reductase 2;Pyrroline-5-carboxylate reductase,PYCR2,0.87988,0.91657
4859,m7GpppX diphosphatase,DCPS,0.88546,0.97894
4860,Protein phosphatase 1 regulatory subunit 14B,PPP1R14B,1.0382,0.97215
4863,Collagen triple helix repeat-containing protein 1,CTHRC1,1.234,0.87646
4864,GRIP and coiled-coil domain-containing protein 1,GCC1,1.1282,1.0198
4866,FAS-associated factor 2,FAF2,1.0001,1.0117
4867,Coiled-coil domain-containing protein 124,CCDC124,1.105,1.0237
4869,Gamma-tubulin complex component 3,TUBGCP3,1.0057,1.016
4873,Reticulocalbin-3,RCN3,0.79337,1.0719
4874,AarF domain-containing protein kinase 4,ADCK4,1.0058,2.1161
4876,Mitochondrial import inner membrane translocase subunit TIM14,DNAJC19,1.0149,1.023
4877,Regulator of microtubule dynamics protein 1,RMDN1,1.0183,1.0394
4878,U8 snoRNA-decapping enzyme,NUDT16,0.99966,0.99986
4879,Carboxymethylenebutenolidase homolog,CMBL,1.0357,1.017
4880,U5 small nuclear ribonucleoprotein 40 kDa protein,SNRNP40,1.3309,1.0817
4882,"39S ribosomal protein L38, mitochondrial",MRPL38,0.93805,0.96942
4883,Ankyrin repeat and SOCS box protein 9,ASB9,0.88416,1.0645
4886,"Ribosome-recycling factor, mitochondrial",MRRF,1.1602,1.1584
4887,NAD-dependent protein deacetylase sirtuin-1;SirtT1 75 kDa fragment,SIRT1,0.92981,1.0693
4888,Protein YIPF6;Protein YIPF,YIPF6,1.0197,0.9999
4889,Nucleoporin SEH1,SEH1L,0.9031,1.0494
4890,Mitochondrial assembly of ribosomal large subunit protein 1,MALSU1,0.92886,1.0234
4891,KIF1-binding protein,KIAA1279,0.98078,0.93338
4892,Glucosamine 6-phosphate N-acetyltransferase,GNPNAT1,0.99115,1.0079
4894,"28S ribosomal protein S24, mitochondrial",MRPS24,0.9512,0.9763
4895,"39S ribosomal protein L53, mitochondrial",MRPL53,1.1389,1.1201
4896,Trans-3-hydroxy-L-proline dehydratase,L3HYPDH,1.0975,1.0363
4899,Coiled-coil domain-containing protein 51,CCDC51,0.98454,1.0107
4901,RNA-binding protein 33,RBM33,0.97312,1.7246
4902,Small integral membrane protein 12,SMIM12,1.0003,0.97219
4903,"DnaJ homolog subfamily A member 3, mitochondrial",DNAJA3,1.004,1.0196
4904,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial",PTCD3,0.96785,0.96722
4905,"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial",MMAB,0.9067,0.94488
4910,"Dynein light chain 2, cytoplasmic",DYNLL2,1.0487,1.049
4911,Protein S100-A16,S100A16,1.1331,1.0872
4914,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A,TRMT61A,1.0241,0.99998
4915,Charged multivesicular body protein 6,CHMP6,1.0079,0.96821
4916,Phosphoglucomutase-2,PGM2,0.92555,1.0365
4917,Mediator of RNA polymerase II transcription subunit 8,MED8,1.1256,1.2525
4918,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like,DUS3L,0.99946,1.2944
4919,Protein LTV1 homolog,LTV1,1.2255,1.1256
4920,"39S ribosomal protein L48, mitochondrial",MRPL48,1.0007,0.94952
4921,Vacuole membrane protein 1,VMP1,1.1475,1.5035
4922,Pyridoxal phosphate phosphatase,PDXP,0.95358,1.1058
4923,Aurora kinase B,AURKB,1.5439,1.5604
4924,DCN1-like protein 1;DCN1-like protein,DCUN1D1,1.1538,1.1227
4925,Fumarylacetoacetate hydrolase domain-containing protein 2A;Fumarylacetoacetate hydrolase domain-containing protein 2B,FAHD2A;FAHD2B,1.029,0.97158
4926,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1,SMARCD1,1.0202,1.147
4927,Target of EGR1 protein 1,TOE1,1.1157,1.1302
4932,Methylthioribulose-1-phosphate dehydratase,APIP,1.0411,0.92565
4933,Vacuolar-sorting protein SNF8,SNF8,0.88187,1.0943
4935,Tonsoku-like protein,TONSL,1.1644,1.4598
4936,PDZ and LIM domain protein 5,PDLIM5,1.0664,1.0404
4937,ERO1-like protein alpha,ERO1L,1.044,0.97325
4941,CDKN2AIP N-terminal-like protein,CDKN2AIPNL,1.0271,0.90049
4942,Mediator of RNA polymerase II transcription subunit 30,MED30,0.836,0.97806
4945,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",PGAM5,1.0524,0.98929
4947,Integrator complex subunit 4,INTS4,1.0656,0.9889
4948,Far upstream element-binding protein 3,FUBP3,1.0501,0.98275
4951,Williams-Beuren syndrome chromosomal region 16 protein,WBSCR16,1.0169,0.94278
4952,"Probable asparagine--tRNA ligase, mitochondrial",NARS2,0.96614,1.05
4953,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",SUCLG2,1.0084,1.0158
4954,Mannose-1-phosphate guanyltransferase alpha,GMPPA,0.99104,0.93089
4956,4-hydroxyphenylpyruvate dioxygenase-like protein,HPDL,0.97072,0.92279
4957,Alpha/beta hydrolase domain-containing protein 14B,ABHD14B,1.1327,0.99912
4958,Up-regulated during skeletal muscle growth protein 5,USMG5,0.9961,1.0778
4959,THO complex subunit 3,THOC3,0.90835,1.1732
4961,E3 ubiquitin-protein ligase Itchy homolog,ITCH,1.0622,0.98588
4963,Serine/threonine-protein kinase WNK4,WNK4,1.013,2.5966
4964,Conserved oligomeric Golgi complex subunit 3,COG3,1.2507,1.3386
4965,CDK5 regulatory subunit-associated protein 3,CDK5RAP3,1.0632,1.1274
4966,Lysyl oxidase homolog 4,LOXL4,0.89848,1.1519
4967,Vam6/Vps39-like protein,VPS39,1.002,1.1001
4969,Coiled-coil domain-containing protein 132,CCDC132,1.0573,1.033
4970,Deubiquitinating protein VCIP135,VCPIP1,1.004,1.0287
4971,Protein disulfide-isomerase TMX3,TMX3,1.1072,1.0237
4972,Chromosome alignment-maintaining phosphoprotein 1,CHAMP1,1.4697,1.1986
4973,Transcription factor BTF3 homolog 4;Transcription factor BTF3,BTF3L4,0.9099,0.98234
4975,Solute carrier family 35 member E1,SLC35E1,0.89822,1.0417
4976,Ubiquitin carboxyl-terminal hydrolase 47,USP47,0.97741,0.98116
4977,Cleft lip and palate transmembrane protein 1-like protein,CLPTM1L,1.0847,0.979
4978,Lymphokine-activated killer T-cell-originated protein kinase,PBK,0.94567,1.0399
4981,Protein FAM84B,FAM84B,0.97969,1.0863
4982,Exocyst complex component 2,EXOC2,1.0282,0.99328
4983,Cytosolic non-specific dipeptidase,CNDP2,1.0228,0.99196
4984,Zinc finger RNA-binding protein,ZFR,1.193,1.0147
4987,Sorting nexin-27,SNX27,1.0364,0.99579
4992,Bcl10-interacting CARD protein,C9orf89,1.3306,0.90265
4993,Protein PRRC1,PRRC1,1.3494,1.2487
4994,F-box/LRR-repeat protein 18,FBXL18,0.98912,0.95897
4995,Transmembrane protein 68,TMEM68,1.0155,1.3435
4996,Coiled-coil domain-containing protein 43,CCDC43,1.0255,0.96939
4997,WD repeat-containing protein 92,WDR92,1.2901,1.0665
4998,Lysophospholipid acyltransferase 7,MBOAT7,1.0585,1.0665
4999,Dedicator of cytokinesis protein 7,DOCK7,1.043,0.99041
5003,Probable 28S rRNA (cytosine-C(5))-methyltransferase,NSUN5,1.1083,0.98773
5004,Regulation of nuclear pre-mRNA domain-containing protein 1A,RPRD1A,1.1294,1.0357
5005,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",AGAP3,1.0473,1.0421
5006,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",ARAP1,0.91432,0.97777
5008,Importin-9,IPO9,0.9108,1.0073
5009,"Discoidin, CUB and LCCL domain-containing protein 2",DCBLD2,1.0241,1.0138
5011,RNA-binding protein 14,RBM14,0.94303,1.0635
5013,E3 ubiquitin-protein ligase NEDD4-like,NEDD4L,0.91655,1.0041
5014,Protein quaking,QKI,0.8908,1.0328
5016,Formin-like protein 2,FMNL2,1.0069,1.1286
5018,Pseudouridylate synthase 7 homolog,PUS7,0.95389,0.96554
5019,"CCA tRNA nucleotidyltransferase 1, mitochondrial",TRNT1,0.96932,0.99472
5020,Kinesin-like protein KIF20B,KIF20B,1.0545,1.2819
5021,Serine/threonine-protein phosphatase 1 regulatory subunit 10,PPP1R10,1.1197,1.0123
5022,Sodium-coupled neutral amino acid transporter 2,SLC38A2,1.2961,1.059
5025,Myotubularin-related protein 9,MTMR9,1.0174,1.184
5026,Vacuolar protein sorting-associated protein 35,VPS35,1.075,1.0009
5027,Transcriptional activator protein Pur-beta,PURB,0.943,1.0205
5028,Exportin-6,XPO6,0.91541,0.93139
5029,Sperm-associated antigen 5,SPAG5,2.4331,1.9413
5031,Nucleus accumbens-associated protein 1,NACC1,1.056,1.1413
5032,Sorting nexin-18,SNX18,0.91557,0.87746
5035,"Elongation factor G, mitochondrial",GFM1,0.91166,0.94943
5038,NudC domain-containing protein 1,NUDCD1,1.0014,1.0397
5040,Gamma-tubulin complex component 6,TUBGCP6,1.5499,1.8666
5041,Ubiquitin carboxyl-terminal hydrolase 28;Ubiquitin carboxyl-terminal hydrolase,USP28,1.0964,1.0761
5042,TP53-regulating kinase,TP53RK,0.84731,0.92445
5043,GPI transamidase component PIG-S,PIGS,1.077,0.97926
5044,ATPase WRNIP1,WRNIP1,1.0443,1.0828
5045,Ran-binding protein 9,RANBP9,1.0085,0.98771
5047,Ubiquitin-like protein 7,UBL7,0.87756,0.993
5051,BTB/POZ domain-containing protein KCTD15,KCTD15,1.0023,1.1348
5053,Protein IWS1 homolog,IWS1,1.2652,1.1308
5054,Paired amphipathic helix protein Sin3a,SIN3A,1.0709,1.0136
5055,Oxysterol-binding protein-related protein 9,OSBPL9,1.5222,1.4322
5056,2-aminoethanethiol dioxygenase,ADO,0.99185,1.3032
5058,RUN and FYVE domain-containing protein 1,RUFY1,1.1186,1.1664
5060,MMS19 nucleotide excision repair protein homolog,MMS19,0.92845,0.97949
5061,Niban-like protein 1,FAM129B,1.0934,1.0382
5062,ATP-dependent zinc metalloprotease YME1L1,YME1L1,1.0165,0.86714
5063,Regulator of microtubule dynamics protein 3,RMDN3,1.0502,0.98922
5064,Tubulin-folding cofactor B,TBCB,0.99424,0.94997
5065,Proteasome subunit beta type-7,PSMB7,0.9988,0.9543
5066,Cell division cycle 5-like protein,CDC5L,1.13,1.0192
5067,26S proteasome non-ATPase regulatory subunit 1,PSMD1,1.0265,1.0136
5068,Stromal cell-derived factor 2,SDF2,1.0736,1.1122
5069,Prefoldin subunit 5,PFDN5,1.0465,0.98473
5070,E3 ubiquitin-protein ligase RING2,RNF2,1.2801,0.99536
5071,Protein deglycase DJ-1,PARK7,0.95136,1.0092
5074,Synaptic vesicle membrane protein VAT-1 homolog,VAT1,0.98766,0.95875
5075,Perilipin-2,PLIN2,1.2543,0.96652
5076,"DnaJ homolog subfamily C member 2;DnaJ homolog subfamily C member 2, N-terminally processed",DNAJC2,0.95084,0.9317
5077,Nuclear pore complex protein Nup88,NUP88,0.95056,1.0796
5078,Phosphoinositide 3-kinase regulatory subunit 4,PIK3R4,1.0687,0.98435
5079,Ribonucleases P/MRP protein subunit POP1,POP1,1.0648,1.0356
5080,Protein S100-A13,S100A13,1.2852,1.0154
5081,Mitochondrial import inner membrane translocase subunit Tim17-A,TIMM17A,1.1024,0.92969
5082,Translin-associated protein X,TSNAX;DISC1,1.0707,1.0664
5083,Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein,EIF3C;EIF3CL,0.97055,1.0114
5084,Tetratricopeptide repeat protein 1,TTC1,0.87074,0.95183
5085,DnaJ homolog subfamily C member 7,DNAJC7,0.96226,0.96814
5086,Protein C10,C12orf57,1.0178,1.0148
5088,Calcineurin B homologous protein 1,CHP1,1.0808,0.97365
5089,Kinesin-like protein KIF2C,KIF2C,0.89437,0.83297
5090,Methionine synthase,MTR,0.90725,0.95084
5091,3-hydroxyacyl-CoA dehydrogenase type-2,HSD17B10,1.0321,0.96969
5093,Sigma non-opioid intracellular receptor 1,SIGMAR1,1.0878,1.0579
5094,Nucleosome assembly protein 1-like 4,NAP1L4,1.008,0.96291
5096,Gamma-soluble NSF attachment protein,NAPG,0.92167,1.0304
5097,"Thioredoxin, mitochondrial",TXN2,1.0739,0.93026
5099,Mitochondrial intermediate peptidase,MIPEP,1.0163,1.0056
5100,Transmembrane 9 superfamily member 2,TM9SF2,1.1568,1.0655
5102,Tumor susceptibility gene 101 protein,TSG101,0.98568,1.0572
5104,T-complex protein 1 subunit eta,CCT7,0.97599,1.0037
5105,Protein arginine N-methyltransferase 1,PRMT1,1.0318,0.95191
5107,Endophilin-A2,SH3GL1,1.0188,1.0502
5108,Serine/threonine-protein kinase VRK1,VRK1,1.0719,1.3382
5109,Growth/differentiation factor 15,GDF15,0.87728,0.98691
5110,Dihydropyrimidinase-related protein 5,DPYSL5,0.93119,1.1324
5112,Condensin complex subunit 3,NCAPG,0.9255,0.97509
5113,Actin-related protein 2/3 complex subunit 5-like protein,ARPC5L,0.94043,1.0253
5114,Polyadenylate-binding protein-interacting protein 2,PAIP2,0.95676,1.3188
5115,Zinc phosphodiesterase ELAC protein 2,ELAC2,0.95556,0.9694
5116,Uncharacterized protein C19orf43,C19orf43,0.85563,0.99467
5117,Glutamate-rich WD repeat-containing protein 1,GRWD1,1.235,1.0136
5118,O-acetyl-ADP-ribose deacetylase MACROD1,MACROD1,0.71551,1.1713
5120,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",ECSIT,1.1851,1.4662
5121,Methylosome protein 50,WDR77,0.90595,0.84553
5122,"Ribosomal protein 63, mitochondrial",MRPL57,0.95865,0.92998
5123,Selenoprotein S,VIMP,0.96817,0.96568
5124,Myb-binding protein 1A,MYBBP1A,0.90501,0.98306
5125,Fermitin family homolog 1,FERMT1,1.1506,0.87291
5126,Mitochondrial genome maintenance exonuclease 1,MGME1,1.1018,0.93139
5127,FYVE and coiled-coil domain-containing protein 1,FYCO1,0.94995,0.98098
5128,Acyl-CoA-binding domain-containing protein 6,ACBD6,1.0554,1.1507
5129,Coronin-1B,CORO1B,1.0372,0.9823
5130,Thioredoxin domain-containing protein 17,TXNDC17,1.1022,1.0023
5132,Serine/threonine-protein phosphatase CPPED1,CPPED1,1.3545,1.058
5133,Vacuolar protein-sorting-associated protein 25,VPS25,1.0464,1.0735
5134,Uncharacterized protein C7orf50,C7orf50,0.78785,0.97176
5136,45 kDa calcium-binding protein,SDF4,0.91501,0.85282
5138,Programmed cell death protein 2-like,PDCD2L,1.0037,0.99435
5139,Partner of Y14 and mago,WIBG,1.0612,1.0117
5140,Apoptosis-inducing factor 2,AIFM2,1.0199,1.0108
5141,ADP-dependent glucokinase,ADPGK,1.0439,1.0052
5142,Serine/threonine-protein kinase RIO1,RIOK1,1.0714,0.96465
5143,Migration and invasion enhancer 1,MIEN1,1.1138,0.98179
5145,"DNA replication complex GINS protein SLD5;DNA replication complex GINS protein SLD5, N-terminally processed;DNA replication complex GINS protein SLD5",GINS4,0.89061,1.0539
5147,Protein pelota homolog,PELO,1.064,1.1673
5148,DNA replication complex GINS protein PSF3,GINS3,0.98888,1.0736
5149,Redox-regulatory protein FAM213A,FAM213A,0.99001,0.9966
5151,Endoplasmic reticulum resident protein 44,ERP44,1.0731,1.0241
5155,Translational activator of cytochrome c oxidase 1,TACO1,0.98746,1.0388
5156,Gamma-tubulin complex component 2,TUBGCP2,0.99534,0.9687
5158,Extended synaptotagmin-1,ESYT1,1.0752,1.0264
5159,MARVEL domain-containing protein 1,MARVELD1,1.0884,0.95465
5164,Protein canopy homolog 3,CNPY3,1.3763,1.0691
5165,Chitobiosyldiphosphodolichol beta-mannosyltransferase,ALG1,1.2401,1.1597
5168,Proteasome assembly chaperone 3,PSMG3,1.0102,0.95607
5169,COP9 signalosome complex subunit 4,COPS4,1.0075,1.0219
5170,Death-inducer obliterator 1,DIDO1,1.0848,1.0042
5172,Mini-chromosome maintenance complex-binding protein,MCMBP,0.94736,1.0528
5173,DCN1-like protein 5;DCN1-like protein,DCUN1D5,1.0247,1.0167
5174,RNMT-activating mini protein,FAM103A1,0.99505999999999994,1.1673
5176,Acidic leucine-rich nuclear phosphoprotein 32 family member E,ANP32E,0.91517,1.0404
5178,Phosphatidylinositol 4-kinase type 2-alpha,PI4K2A,0.96917,0.9237
5179,Transmembrane protein 43,TMEM43,1.0588,1.0346
5180,Nucleoporin NDC1,NDC1,1.1403,1.1172
5182,Protein HGH1 homolog,HGH1,1.0143,0.9569
5183,Dehydrogenase/reductase SDR family member 4,DHRS4,1.1666,0.89323
5184,Thiamine-triphosphatase,THTPA,1.0944,NA
5185,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,NDUFAF3,1.0287,0.99141
5187,Deoxyhypusine hydroxylase,DOHH,1.0936,0.91431
5188,"Transmembrane protein 70, mitochondrial",TMEM70,1.3414,1.0679
5189,Mediator of RNA polymerase II transcription subunit 18,MED18,0.9978,0.97347
5191,Tubulin beta-6 chain,TUBB6,1.1322,1.0289
5192,DNA-directed RNA polymerase III subunit RPC3,POLR3C,1.1762,1.3286
5193,Protein misato homolog 1,MSTO1,0.98401,0.9111
5194,Programmed cell death protein 10,PDCD10,0.92952,0.91182
5196,Oxidoreductase HTATIP2,HTATIP2,1.1369,0.95301
5197,Probable ATP-dependent RNA helicase DDX23,DDX23,1.1649,1.0267
5198,3-hydroxybutyrate dehydrogenase type 2,BDH2,0.93385,1.094
5204,Methylthioribose-1-phosphate isomerase,MRI1,1.1361,1.0286
5206,THUMP domain-containing protein 3,THUMPD3,0.98958,0.85326
5207,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",ADI1,1.1323,1.036
