Zebrafish chromosome,Start position,Stop position,Amplification_G-score,Deletion_G-score,Amplification_q-value,Deletion_q-value,Zebrafish gene ID
zv23,21753405,21755282,1172,107,7.300342043,0,ZDB-GENE-081030-7
zv23,21756163,21757930,1172,107,7.300342043,0,ZDB-GENE-081031-104
zv23,21763345,21765164,1172,107,7.300342043,0,ZDB-GENE-081031-106
zv23,21767245,21768618,1172,107,7.300342043,0,ZDB-GENE-081104-260
zv23,21774232,21782225,1172,107,7.300342043,0,ZDB-GENE-081104-352
zv23,21957773,21968821,1206,87,7.702394792,0,ZDB-GENE-040801-217
zv23,21786293,21793116,1206,87,7.702394792,0,ZDB-GENE-050417-90
zv23,21793727,21809324,1206,87,7.702394792,0,ZDB-GENE-080227-9
zv23,21815648,21829182,1206,87,7.702394792,0,ZDB-GENE-040426-2213
zv23,21932400,21956058,1206,87,7.702394792,0,ZDB-GENE-070424-59
zv23,21838369,21925196,1206,87,7.702394792,0,ZDB-GENE-090313-222
zv23,21977918,21986565,1189,87,7.535209555,0,ZDB-GENE-090312-16
zv23,21990702,22057740,1189,87,7.671759275,0,ZDB-GENE-050912-1
zv23,22069578,22091659,1206,87,7.702394792,0,ZDB-GENE-080327-12
zv23,22200195,22209068,1206,87,7.702394792,0,ZDB-GENE-090311-42
zv23,22249198,22251525,1206,87,7.702394792,0,ZDB-GENE-090312-101
zv23,22258467,22268973,1206,87,7.702394792,0,ZDB-GENE-030131-7625
zv23,22291898,22354472,1206,87,7.702394792,0,ZDB-GENE-090312-49
zv23,22357626,22407597,1206,87,7.702394792,0,ZDB-GENE-020312-1
zv23,22097552,22240745,1206,87,7.702394792,0,ZDB-GENE-070713-2
zv23,21990702,22057740,1206,87,7.671759275,0,ZDB-GENE-050912-1
zv23,22494609,22506777,1198,78,7.63948965,0,ZDB-GENE-030131-3158
zv23,22561516,22719399,1198,105,7.671759275,0,ZDB-GENE-080402-9
zv23,22891766,22900057,1228,105,7.934508188,0,ZDB-GENE-050809-126
zv23,22870366,22885512,1228,105,7.934508188,0,ZDB-GENE-090313-110
zv23,22884765,22892144,1228,105,7.934508188,0,ZDB-GENE-090313-111
zv23,22910205,22927278,1228,105,7.934508188,0,ZDB-GENE-060222-2
zv23,22950619,22972140,1228,105,7.934508188,0,ZDB-GENE-030131-6048
zv23,22561516,22719399,1228,105,7.671759275,0,ZDB-GENE-080402-9
zv23,22790456,22817445,1228,105,7.934508188,0,ZDB-GENE-030131-6122
zv23,22929075,22944810,1228,105,7.934508188,0,ZDB-GENE-030131-7091
zv23,23549118,23550868,1224,105,7.900875719,0,ZDB-GENE-090313-358
zv23,23693662,23695447,1224,105,7.900875719,0,ZDB-GENE-011213-1
zv23,23247521,23280276,1224,105,7.900875719,0,ZDB-GENE-030131-3503
zv23,23476179,23508741,1224,105,7.900875719,0,ZDB-GENE-030131-8131
zv23,23526278,23546810,1224,105,7.900875719,0,ZDB-GENE-090313-357
zv23,23079517,23220637,1224,105,7.900875719,0,ZDB-GENE-060718-1
zv23,23314851,23418043,1224,105,7.900875719,0,ZDB-GENE-060428-2
zv23,23420272,23473559,1224,105,7.900875719,0,ZDB-GENE-000607-75
zv23,24205304,24282739,1224,105,7.900875719,0,ZDB-GENE-040426-1158
zv23,24372414,24400090,1058,60,5.828646865,0,ZDB-GENE-081104-350
zv23,24434938,24435654,1236,105,8.042728957,0,ZDB-GENE-090313-244
zv23,24471602,24474059,1236,105,8.042728957,0,ZDB-GENE-090312-13
zv23,24514179,24521254,1236,105,8.042728957,0,ZDB-GENE-040426-2147
zv23,24543282,24550320,1236,105,8.042728957,0,ZDB-GENE-041010-136
zv23,24776416,24781150,1236,105,8.042728957,0,ZDB-GENE-050809-2
zv23,24789257,24796160,1236,105,8.042728957,0,ZDB-GENE-050522-55
zv23,24832793,24834890,1236,60,8.042728957,0,ZDB-GENE-090313-305
zv23,24411567,24418845,1236,105,8.042728957,0,ZDB-GENE-090313-241
zv23,24426926,24433474,1236,105,8.042728957,0,ZDB-GENE-090313-243
zv23,24435221,24454233,1236,105,8.042728957,0,ZDB-GENE-090313-242
zv23,24457554,24482606,1236,105,8.042728957,0,ZDB-GENE-090313-245
zv23,24525335,24534555,1236,105,8.042728957,0,ZDB-GENE-090313-240
zv23,24559404,24578810,1236,105,8.042728957,0,ZDB-GENE-040426-1379
zv23,24588217,24606451,1236,105,8.042728957,0,ZDB-GENE-050706-119
zv23,24727379,24770779,1236,105,8.042728957,0,ZDB-GENE-050309-70
zv23,24798756,24830291,1236,60,8.042728957,0,ZDB-GENE-061215-126
zv23,24489442,24513416,1236,105,8.042728957,0,ZDB-GENE-081022-169
zv23,24843794,24848212,1201,60,7.671759275,0,ZDB-GENE-090312-71
zv23,24859151,24869945,1201,105,7.900875719,0,ZDB-GENE-090313-306
zv23,24859151,24869945,1236,105,7.900875719,0,ZDB-GENE-090313-306
zv23,24876972,24886216,1236,105,8.042728957,0,ZDB-GENE-060810-45
zv23,24886249,24896833,1236,105,8.042728957,0,ZDB-GENE-041010-67
zv23,24899086,24949289,1236,105,9.022034291,0,ZDB-GENE-090313-304
zv23,24899086,24949289,1330,105,9.022034291,0,ZDB-GENE-090313-304
zv23,24956374,24969583,1480,105,10.14001914,0,ZDB-GENE-030131-184
zv23,24899086,24949289,1480,105,9.022034291,0,ZDB-GENE-090313-304
zv23,24980872,24986739,1240,105,8.077568611,0,ZDB-GENE-040426-2061
zv23,25076544,25084925,1240,105,8.077568611,0,ZDB-GENE-060825-31
zv23,25090440,25143364,1240,105,8.077568611,0,ZDB-GENE-090601-2
zv23,25167566,25213687,1240,105,8.077568611,0,ZDB-GENE-090313-343
zv23,25213746,25226487,1240,105,8.077568611,0,ZDB-GENE-040426-2627
zv23,25228638,25242494,1240,105,8.077568611,0,ZDB-GENE-030131-4450
zv23,25242290,25258135,1240,105,8.077568611,0,ZDB-GENE-070629-1
zv23,25261112,25272611,1240,105,8.077568611,0,ZDB-GENE-030825-5
zv23,25326334,25337668,1240,105,8.077568611,0,ZDB-GENE-090313-344
zv23,24992763,25038274,1240,105,8.077568611,0,ZDB-GENE-061215-120
zv23,25276832,25302732,1240,105,8.077568611,0,ZDB-GENE-040426-1229
zv23,25382907,25386252,1236,119,8.042728957,0,ZDB-GENE-090311-37
zv23,25409337,25422444,1239,105,8.073990715,0,ZDB-GENE-050417-435
zv23,25460315,25510012,1239,105,8.190515108,0,ZDB-GENE-090312-81
zv23,25423197,25437627,1239,105,8.073990715,0,ZDB-GENE-040426-1772
zv23,25460315,25510012,1281,105,8.190515108,0,ZDB-GENE-090312-81
zv23,25519750,25575005,1281,105,7.676450487,0,ZDB-GENE-050107-1
zv23,25519750,25575005,1197,105,7.676450487,0,ZDB-GENE-050107-1
zv23,25519750,25575005,1155,105,7.676450487,0,ZDB-GENE-050107-1
zv23,25579230,25588814,1239,105,8.073990715,0,ZDB-GENE-030131-2182
zv23,25592770,25593942,1239,105,8.073990715,0,ZDB-GENE-030131-7528
zv23,25595357,25627409,1239,105,8.073990715,0,ZDB-GENE-090311-55
zv23,25996126,26056104,1239,105,7.969764899,0,ZDB-GENE-040801-51
zv23,25519750,25575005,1239,105,7.676450487,0,ZDB-GENE-050107-1
zv23,25642291,25736211,1239,105,8.073990715,0,ZDB-GENE-030131-1571
zv23,25739995,25974293,1239,105,8.073990715,0,ZDB-GENE-030131-7126
zv23,26076471,26080320,1220,105,7.864360236,0,ZDB-GENE-090313-239
zv23,26083687,26085438,1220,105,7.864360236,0,ZDB-GENE-050508-5
zv23,25996126,26056104,1220,105,7.969764899,0,ZDB-GENE-040801-51
zv23,26057740,26067334,1220,105,7.864360236,0,ZDB-GENE-030131-6462
zv23,26108394,26114709,1239,105,8.073990715,0,ZDB-GENE-090313-275
zv23,26155976,26162216,1239,105,8.073990715,0,ZDB-GENE-030131-296
zv23,26281025,26291197,1239,105,8.073990715,0,ZDB-GENE-060223-1
zv23,26120028,26153195,1239,105,8.073990715,0,ZDB-GENE-030131-1077
zv23,26233787,26263995,1239,105,8.073990715,0,ZDB-GENE-040718-393
zv23,26166659,26230198,1239,105,8.073990715,0,ZDB-GENE-050302-97
zv23,26296605,26297715,1218,105,7.842039439,0,ZDB-GENE-060503-929
zv23,26389367,26390134,1218,105,7.842039439,0,ZDB-GENE-060503-740
zv23,26413284,26415932,1218,105,7.842039439,0,ZDB-GENE-060503-646
zv23,26304566,26325308,1218,105,7.842039439,0,ZDB-GENE-030131-5664
zv23,26326863,26343411,1218,105,7.842039439,0,ZDB-GENE-050603-1
zv23,26350488,26364377,1218,105,7.842039439,0,ZDB-GENE-050522-504
zv23,26366806,26381517,1218,105,7.842039439,0,ZDB-GENE-020423-2
zv23,26381820,26407620,1218,105,7.842039439,0,ZDB-GENE-050320-60
zv23,26429952,26442022,1163,105,7.172583609,0,ZDB-GENE-060503-458
zv23,26485802,26729259,1216,105,7.870118091,0,ZDB-GENE-090312-48
zv23,26744513,26763663,1248,105,8.190515108,0,ZDB-GENE-090313-227
zv23,26770555,26776512,1248,105,8.190515108,0,ZDB-GENE-080225-18
zv23,26921639,26966097,1248,105,8.190515108,0,ZDB-GENE-090313-27
zv23,26973869,26991915,1248,105,8.190515108,0,ZDB-GENE-070112-2262
zv23,26485802,26729259,1248,105,7.870118091,0,ZDB-GENE-090312-48
zv23,26732632,26739079,1248,105,8.190515108,0,ZDB-GENE-090313-143
zv23,26784353,26892910,1248,105,8.190515108,0,ZDB-GENE-080807-4
zv23,27432593,27439732,1211,105,7.764381954,0,ZDB-GENE-090312-90
zv23,27592709,27597315,1211,105,7.764381954,0,ZDB-GENE-090313-371
zv23,27738594,27746798,1211,105,7.764381954,0,ZDB-GENE-030131-5411
zv23,27893543,27898691,1211,105,7.764381954,0,ZDB-GENE-980526-526
zv23,27916218,27918153,1211,105,7.764381954,0,ZDB-GENE-030131-8606
zv23,27937331,27943198,1211,105,7.764381954,0,ZDB-GENE-090313-196
zv23,28267502,28270357,1211,105,7.764381954,0,ZDB-GENE-030131-2981
zv23,28382381,28384311,1211,105,7.764381954,0,ZDB-GENE-090313-253
zv23,28565878,28568738,1211,105,7.764381954,0,ZDB-GENE-030826-2
zv23,28586880,28589931,1211,105,7.764381954,0,ZDB-GENE-030730-1
zv23,27003975,27025408,1211,105,7.764381954,0,ZDB-GENE-040426-2272
zv23,27037672,27128854,1211,105,7.764381954,0,ZDB-GENE-090127-2
zv23,27187381,27199843,1211,105,7.764381954,0,ZDB-GENE-090127-1
zv23,27219811,27246699,1211,105,7.764381954,0,ZDB-GENE-060315-7
zv23,27281748,27301709,1211,105,7.764381954,0,ZDB-GENE-040426-1640
zv23,27292556,27300635,1211,105,7.764381954,0,ZDB-GENE-040426-2200
zv23,27308862,27313411,1211,105,7.764381954,0,ZDB-GENE-040801-41
zv23,27319750,27363817,1211,105,7.764381954,0,ZDB-GENE-030131-9359
zv23,27586463,27591466,1211,105,7.764381954,0,ZDB-GENE-090313-370
zv23,27687566,27720195,1211,105,7.764381954,0,ZDB-GENE-050721-2
zv23,27794423,27812304,1211,255,7.764381954,0,ZDB-GENE-040912-135
zv23,27816176,27830466,1211,255,7.764381954,0,ZDB-GENE-030131-1968
zv23,27832984,27848894,1211,255,7.764381954,0,ZDB-GENE-060419-1
zv23,27862657,27874367,1211,105,7.764381954,0,ZDB-GENE-040801-176
zv23,27882108,27888406,1211,105,7.764381954,0,ZDB-GENE-980526-524
zv23,27923651,27935810,1211,105,7.764381954,0,ZDB-GENE-090313-197
zv23,27944386,27968149,1211,105,7.764381954,0,ZDB-GENE-030131-9906
zv23,27981229,27989699,1211,105,7.764381954,0,ZDB-GENE-990714-5
zv23,27997621,28036519,1211,105,7.764381954,0,ZDB-GENE-060223-2
zv23,28076284,28097741,1211,105,7.764381954,0,ZDB-GENE-021003-1
zv23,28103444,28115777,1211,105,7.764381954,0,ZDB-GENE-080520-2
zv23,28320845,28334001,1211,105,7.764381954,0,ZDB-GENE-030131-9845
zv23,28334975,28379631,1211,105,7.764381954,0,ZDB-GENE-061013-303
zv23,28340174,28366659,1211,105,7.764381954,0,ZDB-GENE-070112-1462
zv23,28617350,28631405,1211,105,7.764381954,0,ZDB-GENE-030131-9170
zv23,28633999,28662399,1211,105,7.764381954,0,ZDB-GENE-060810-62
zv23,28642205,28665940,1211,105,7.764381954,0,ZDB-GENE-090313-185
zv23,27375508,27476291,1211,105,7.764381954,0,ZDB-GENE-090313-189
zv23,27492263,27586062,1211,105,7.764381954,0,ZDB-GENE-000828-1
zv23,27599359,27683181,1211,105,7.764381954,0,ZDB-GENE-040426-2305
zv23,27752346,27788568,1211,105,7.764381954,0,ZDB-GENE-090313-50
zv23,28041156,28063557,1211,105,7.764381954,0,ZDB-GENE-980526-527
zv23,28382718,28492537,1211,105,7.764381954,0,ZDB-GENE-090313-254
zv23,28428775,28537655,1211,105,7.764381954,0,ZDB-GENE-090313-255
zv23,28725672,28730045,1229,105,7.945801742,0,ZDB-GENE-090313-269
zv23,28737081,28811870,1229,105,7.817431156,0,ZDB-GENE-081104-387
zv23,28737081,28811870,1173,105,7.817431156,0,ZDB-GENE-081104-387
zv23,28825757,28924667,1277,105,8.254530227,0,ZDB-GENE-990415-10
zv23,28825757,28924667,1326,105,8.254530227,0,ZDB-GENE-990415-10
zv23,28974271,28975205,1217,105,7.828824074,0,ZDB-GENE-030813-3
zv23,28928158,28935473,1217,105,7.828824074,0,ZDB-GENE-081031-7
zv23,28936170,28956874,1217,105,7.828824074,0,ZDB-GENE-090506-9
zv23,28825757,28924667,1217,105,8.254530227,0,ZDB-GENE-990415-10
zv23,28961755,28969998,1217,105,7.828824074,0,ZDB-GENE-040426-1183
zv23,29013117,29039049,1253,105,8.240007945,0,ZDB-GENE-060130-154
zv23,29045899,29051372,1218,105,7.842039439,0,ZDB-GENE-040718-376
zv23,29187420,29198759,1218,105,7.842039439,0,ZDB-GENE-090313-226
zv23,29051894,29168649,1218,105,7.842039439,0,ZDB-GENE-060130-169
zv23,29202452,29246756,1218,105,7.842039439,0,ZDB-GENE-060130-108
zv23,29598509,29600651,1220,105,7.864360236,0,ZDB-GENE-090313-22
zv23,29600688,29605737,1220,105,7.864360236,0,ZDB-GENE-031030-1
zv23,29618568,29619751,1220,105,7.864360236,0,ZDB-GENE-081022-199
zv23,29624333,29637397,1220,105,7.864360236,0,ZDB-GENE-040426-2807
zv23,29797486,29799736,1220,105,7.864360236,0,ZDB-GENE-071004-2
zv23,29812785,29817636,1220,105,7.864360236,0,ZDB-GENE-040718-342
zv23,29639078,29748537,1220,105,7.864360236,0,ZDB-GENE-030820-1
zv23,29797483,29812723,1220,105,7.864360236,0,ZDB-GENE-050417-101
zv23,29954461,29994591,1220,60,6.968275921,0,ZDB-GENE-000906-3
zv23,29428744,29500453,1220,105,7.864360236,0,ZDB-GENE-090313-271
zv23,29750207,29796583,1220,105,7.864360236,0,ZDB-GENE-020205-1
zv23,29823476,29910614,1220,105,7.864360236,0,ZDB-GENE-040426-1064
zv23,29954461,29994591,1186,60,6.968275921,0,ZDB-GENE-000906-3
zv23,29954461,29994591,1146,60,6.968275921,0,ZDB-GENE-000906-3
zv23,29954461,29994591,1108,60,6.968275921,0,ZDB-GENE-000906-3
zv23,29999499,30055559,1108,104,7.397995639,0,ZDB-GENE-040426-1128
zv23,29999499,30055559,1173,104,7.397995639,0,ZDB-GENE-040426-1128
zv23,30061768,30062628,1203,104,7.676450487,0,ZDB-GENE-081022-71
zv23,30065620,30096465,1203,104,7.828824074,0,ZDB-GENE-070410-61
zv23,29999499,30055559,1203,104,7.397995639,0,ZDB-GENE-040426-1128
zv23,30121594,30125856,1231,104,7.969764899,0,ZDB-GENE-070928-24
zv23,30065620,30096465,1231,104,7.828824074,0,ZDB-GENE-070410-61
zv23,30099621,30117021,1231,104,7.969764899,0,ZDB-GENE-040426-2183
zv23,30127467,30144541,1231,104,7.969764899,0,ZDB-GENE-061013-368
zv23,30146726,30176579,1231,104,7.969764899,0,ZDB-GENE-110411-131
zv23,31346264,31356950,1201,104,7.671759275,0,ZDB-GENE-020529-2
zv23,31483974,31487531,1201,104,7.671759275,0,ZDB-GENE-050522-272
zv23,31493557,31505165,1201,104,7.671759275,0,ZDB-GENE-090313-288
zv23,31640398,31642247,1201,104,7.671759275,0,ZDB-GENE-090312-29
zv23,31670535,31674501,1201,104,7.671759275,0,ZDB-GENE-030131-8951
zv23,31792848,31794275,1201,104,7.671759275,0,ZDB-GENE-051113-88
zv23,31835020,31843886,1201,104,7.671759275,0,ZDB-GENE-040520-2
zv23,32151461,32157734,1201,104,7.671759275,0,ZDB-GENE-030131-9819
zv23,32168053,32170655,1201,104,7.671759275,0,ZDB-GENE-090313-181
zv23,32180619,32192222,1201,104,7.671759275,0,ZDB-GENE-090313-182
zv23,32200962,32208365,1201,104,7.671759275,0,ZDB-GENE-060331-113
zv23,32250347,32258777,1201,104,7.671759275,0,ZDB-GENE-030131-839
zv23,32260382,32265777,1201,104,7.671759275,0,ZDB-GENE-041010-122
zv23,32367297,32368193,1201,104,7.671759275,0,ZDB-GENE-040718-123
zv23,30205045,30231037,1201,104,7.671759275,0,ZDB-GENE-090312-40
zv23,30244785,30248621,1201,104,7.671759275,0,ZDB-GENE-060421-8213
zv23,30287428,30294298,1201,104,7.671759275,0,ZDB-GENE-040630-11
zv23,30946416,30963488,1201,104,7.671759275,0,ZDB-GENE-030131-1673
zv23,30964295,30966175,1201,104,7.671759275,0,ZDB-GENE-050327-4
zv23,30968700,30991132,1201,104,7.671759275,0,ZDB-GENE-091116-9
zv23,30994383,31002898,1201,104,7.671759275,0,ZDB-GENE-060312-14
zv23,31005889,31026511,1201,104,7.671759275,0,ZDB-GENE-030131-3885
zv23,31066538,31084438,1201,104,7.671759275,0,ZDB-GENE-091118-42
zv23,31097665,31129429,1201,104,7.671759275,0,ZDB-GENE-091214-2
zv23,31136592,31157886,1201,104,7.671759275,0,ZDB-GENE-091118-58
zv23,31206265,31235335,1201,104,7.671759275,0,ZDB-GENE-091204-369
zv23,31238822,31260997,1201,104,7.671759275,0,ZDB-GENE-091204-137
zv23,31279637,31298929,1201,104,7.671759275,0,ZDB-GENE-091204-323
zv23,31514741,31584966,1201,104,7.671759275,0,ZDB-GENE-050208-261
zv23,31596667,31611386,1201,104,7.671759275,0,ZDB-GENE-041114-180
zv23,31619186,31639371,1201,104,7.671759275,0,ZDB-GENE-090313-268
zv23,31644076,31662308,1201,104,7.671759275,0,ZDB-GENE-040704-38
zv23,31665072,31675103,1201,104,7.671759275,0,ZDB-GENE-060825-317
zv23,31878818,31931888,1201,104,7.671759275,0,ZDB-GENE-030131-2860
zv23,31931947,31956289,1201,104,7.671759275,0,ZDB-GENE-090313-195
zv23,31991183,32002332,1201,104,7.671759275,0,ZDB-GENE-040912-3
zv23,32006996,32048807,1201,104,7.671759275,0,ZDB-GENE-030131-2987
zv23,32054002,32068622,1201,104,7.671759275,0,ZDB-GENE-991110-14
zv23,32139929,32151868,1201,104,7.671759275,0,ZDB-GENE-061013-398
zv23,32158310,32163591,1201,104,7.671759275,0,ZDB-GENE-090313-180
zv23,32172162,32179491,1201,104,7.671759275,0,ZDB-GENE-030131-9862
zv23,32267153,32276800,1201,104,7.671759275,0,ZDB-GENE-030131-9652
zv23,32277965,32299462,1201,104,7.671759275,0,ZDB-GENE-080616-2
zv23,32304747,32324518,1201,104,7.671759275,0,ZDB-GENE-030131-180
zv23,32317625,32338685,1201,104,7.671759275,0,ZDB-GENE-080723-8
zv23,32339781,32346187,1201,104,7.671759275,0,ZDB-GENE-040426-2099
zv23,32389912,32396444,1201,104,7.671759275,0,ZDB-GENE-040704-11
zv23,32438167,32474701,1201,104,7.671759275,0,ZDB-GENE-060312-30
zv23,30251819,30284312,1201,104,7.671759275,0,ZDB-GENE-070410-81
zv23,30755778,30937255,1201,104,7.671759275,0,ZDB-GENE-090313-147
zv23,31176336,31199085,1201,104,7.671759275,0,ZDB-GENE-091116-46
zv23,31678694,31751076,1201,104,7.671759275,0,ZDB-GENE-050327-93
zv23,31846838,31871889,1201,104,7.671759275,0,ZDB-GENE-040426-1513
zv23,32218181,32246397,1201,104,7.671759275,0,ZDB-GENE-030131-3113
zv23,30299943,30669912,1201,104,7.671759275,0,ZDB-GENE-090312-183
zv23,32477917,32543271,1201,104,7.828824074,0,ZDB-GENE-060616-305
zv23,32547393,32572787,1261,104,7.955532201,0,ZDB-GENE-040426-2920
zv23,32477917,32543271,1261,104,7.828824074,0,ZDB-GENE-060616-305
zv23,32547393,32572787,1199,104,7.955532201,0,ZDB-GENE-040426-2920
zv23,32574450,32590758,1199,104,7.652080248,0,ZDB-GENE-060608-1
zv23,32600664,32629321,1199,104,7.652080248,0,ZDB-GENE-050522-247
zv23,32713587,32746283,1199,104,7.652080248,0,ZDB-GENE-030829-14
zv23,32631040,32657403,1199,104,7.652080248,0,ZDB-GENE-040426-1013
zv23,32793166,33106112,1199,89,7.619121306,0,ZDB-GENE-090311-6
zv23,32793166,33106112,1148,89,7.619121306,0,ZDB-GENE-090311-6
zv23,33570834,33575096,1203,89,7.676450487,0,ZDB-GENE-040718-121
zv23,33508304,33523293,1203,89,7.676450487,0,ZDB-GENE-040724-8
zv23,33594825,33657726,1203,89,7.676450487,0,ZDB-GENE-090312-38
zv23,32793166,33106112,1203,89,7.619121306,0,ZDB-GENE-090311-6
zv23,33661296,33771832,1203,89,7.676450487,0,ZDB-GENE-031116-52
zv23,33551405,33564661,1203,89,7.676450487,0,ZDB-GENE-030131-2302
zv23,33846912,33868560,1252,89,8.012951575,0,ZDB-GENE-090312-137
zv23,33932273,33943223,1199,89,7.652080248,0,ZDB-GENE-030131-3036
zv23,33846912,33868560,1199,89,8.012951575,0,ZDB-GENE-090312-137
zv23,33870676,33893936,1199,89,7.652080248,0,ZDB-GENE-030131-2523
zv23,33895348,33923700,1199,89,7.652080248,0,ZDB-GENE-980526-530
zv23,33952886,33967032,1199,89,7.652080248,0,ZDB-GENE-041114-126
zv23,33944863,33952616,1199,89,7.652080248,0,ZDB-GENE-090313-81
zv23,33965946,33971413,1180,89,7.41226402,0,ZDB-GENE-030131-3630
zv23,33973418,33974336,1180,89,7.41226402,0,ZDB-GENE-100513-1
zv23,33974077,33988915,1180,89,7.41226402,0,ZDB-GENE-030131-1917
zv23,34042336,34043861,1151,89,7.009829446,0,ZDB-GENE-090312-191
zv23,34121570,34141987,1020,60,5.351736619,0,ZDB-GENE-030131-1058
zv23,34147899,34166777,1020,60,5.351736619,0,ZDB-GENE-090313-38
zv23,34171021,34273511,1020,85,5.928453764,0,ZDB-GENE-040912-105
zv23,34171021,34273511,1095,85,5.928453764,0,ZDB-GENE-040912-105
zv23,34342072,34355173,1119,85,6.606102964,0,ZDB-GENE-040831-1
zv23,34275141,34286678,1119,85,6.606102964,0,ZDB-GENE-030131-1378
zv23,34289246,34298284,1119,85,6.606102964,0,ZDB-GENE-040625-140
zv23,34298904,34316826,1119,85,6.606102964,0,ZDB-GENE-050417-110
zv23,34317314,34334868,1119,85,6.606102964,0,ZDB-GENE-030131-3405
zv23,34171021,34273511,1119,85,5.928453764,0,ZDB-GENE-040912-105
zv23,34358935,34496541,1119,85,6.606102964,0,ZDB-GENE-040930-2
zv23,35189908,35198133,1092,85,6.260335577,0,ZDB-GENE-030131-7844
zv23,34992918,35027342,1092,85,6.260335577,0,ZDB-GENE-090312-162
zv23,35414269,35448365,999,85,5.083763042,0,ZDB-GENE-040426-696
zv23,35520328,35534694,863,85,3.947060739,0,ZDB-GENE-040801-19
zv23,35520328,35534694,901,85,3.947060739,0,ZDB-GENE-040801-19
zv23,35556318,35589221,947,85,5.058856652,0,ZDB-GENE-050327-12
zv23,35520328,35534694,947,85,3.947060739,0,ZDB-GENE-040801-19
zv23,35596572,35597048,1002,85,5.121657176,0,ZDB-GENE-100922-116
zv23,35556318,35589221,1002,85,5.058856652,0,ZDB-GENE-050327-12
zv23,35693605,35700544,1111,85,6.509031911,0,ZDB-GENE-040927-26
zv23,35702315,35716049,1111,85,6.509031911,0,ZDB-GENE-030131-6397
zv23,35742201,35745715,1111,85,6.509031911,0,ZDB-GENE-061114-1
zv23,35724086,35741880,1111,85,6.509031911,0,ZDB-GENE-050912-2
zv23,35760274,35762942,1139,85,6.864748715,0,ZDB-GENE-090507-4
zv23,35838486,35841804,1139,85,6.864748715,0,ZDB-GENE-040718-468
zv23,36020973,36021289,1139,85,6.864748715,0,ZDB-GENE-061207-50
zv23,36104488,36107430,1139,85,6.864748715,0,ZDB-GENE-000822-4
zv23,36115143,36116726,1139,85,6.864748715,0,ZDB-GENE-000822-6
zv23,35765101,35768063,1139,85,6.864748715,0,ZDB-GENE-030822-1
zv23,35811387,35833909,1139,85,6.864748715,0,ZDB-GENE-080812-2
zv23,35847303,35873065,1139,85,6.864748715,0,ZDB-GENE-080403-5
zv23,36077082,36103128,1139,85,6.864748715,0,ZDB-GENE-061207-51
zv23,35773151,35807659,1139,85,6.864748715,0,ZDB-GENE-030131-9848
zv23,35898744,36015279,1139,85,6.864748715,0,ZDB-GENE-980526-531
zv23,36033383,36054826,1139,85,6.864748715,0,ZDB-GENE-030131-6911
zv23,36135161,36138138,1229,85,7.945801742,0,ZDB-GENE-990415-110
zv23,36146804,36149032,1229,85,7.945801742,0,ZDB-GENE-000328-5
zv23,36152729,36155179,1229,85,7.945801742,0,ZDB-GENE-990415-114
zv23,36126342,36129676,1229,85,7.945801742,0,ZDB-GENE-990415-111
zv23,36167085,36168451,1115,85,6.562074435,0,ZDB-GENE-990415-113
zv23,36170282,36172055,1115,85,6.562074435,0,ZDB-GENE-980526-533
zv23,36182427,36184107,1115,85,6.562074435,0,ZDB-GENE-990415-112
zv23,36201974,36205955,1115,85,6.562074435,0,ZDB-GENE-061207-79
zv23,36229648,36235041,1115,85,6.562074435,0,ZDB-GENE-000822-2
zv23,36358083,36361962,1115,85,6.562074435,0,ZDB-GENE-030912-14
zv23,36363125,36367896,1115,85,6.562074435,0,ZDB-GENE-030124-1
zv23,36348765,36357900,1115,85,6.562074435,0,ZDB-GENE-030131-5553
zv23,36392064,36405650,1115,85,6.562074435,0,ZDB-GENE-000406-6
zv23,36158334,36200915,1115,85,6.562074435,0,ZDB-GENE-980526-532
zv23,36162679,36301535,1115,85,6.562074435,0,ZDB-GENE-061207-78
zv23,36494566,36497851,1114,85,6.550446421,0,ZDB-GENE-030131-6125
zv23,36453116,36469607,1114,85,6.550446421,0,ZDB-GENE-060929-660
zv23,36469696,36471701,1114,85,6.550446421,0,ZDB-GENE-090313-162
zv23,36476312,36493237,1114,85,6.550446421,0,ZDB-GENE-041114-36
zv23,36504782,36533886,1114,85,6.550446421,0,ZDB-GENE-001120-1
zv23,36543111,36786781,1081,85,5.622550205,0,ZDB-GENE-070928-22
zv23,36543111,36786781,1048,85,5.622550205,0,ZDB-GENE-070928-22
zv23,36543111,36786781,1030,85,5.622550205,0,ZDB-GENE-070928-22
zv23,36543111,36786781,1101,85,5.622550205,0,ZDB-GENE-070928-22
zv23,36648046,36651901,1022,85,5.375146522,0,ZDB-GENE-090521-2
zv23,36662593,36691218,1022,85,5.375146522,0,ZDB-GENE-030828-9
zv23,36543111,36786781,1022,85,5.622550205,0,ZDB-GENE-070928-22
zv23,36699416,36701702,1022,85,5.375146522,0,ZDB-GENE-030131-2361
zv23,36867322,36894349,1010,85,5.224286504,0,ZDB-GENE-081031-71
zv23,36966083,36980019,1010,85,5.224286504,0,ZDB-GENE-070410-28
zv23,36984642,37006385,1010,189,5.224286504,0,ZDB-GENE-030131-1711
zv23,36826442,36846030,1010,85,5.224286504,0,ZDB-GENE-040426-1123
zv23,37184269,37191233,1035,104,5.543032276,0,ZDB-GENE-040801-240
