ensembl_gene_id,external_gene_name,hsapiens_homolog_associated_gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSDARG00000097527,ms4a17a.5,MS4A5,18.1043046,3.681662221,0.777763713,4.733651315,2.21e-6,1.01215e-4
ENSDARG00000097527,ms4a17a.5,MS4A10,18.1043046,3.681662221,0.777763713,4.733651315,2.21e-6,1.01215e-4
ENSDARG00000097527,ms4a17a.5,MS4A7,18.1043046,3.681662221,0.777763713,4.733651315,2.21e-6,1.01215e-4
ENSDARG00000097539,si:ch211-39f2.3,,132.8741535,3.582590365,0.786838161,4.553147704,5.28e-6,2.07851e-4
ENSDARG00000097556,cyp8b2,CYP8B1,120.5702011,3.447807561,0.866762397,3.977800111,6.96e-5,0.001748703
ENSDARG00000097559,cyp8b3,CYP8B1,161.845921,3.889196941,0.864946067,4.49646179,6.91e-6,2.58889e-4
ENSDARG00000097592,si:dkey-40c23.1,DTX3L,28.10592943,2.90416232,0.637632325,4.554603342,5.25e-6,2.06797e-4
ENSDARG00000097635,wu:fb18f06,,158.965764,3.491862291,0.730789261,4.778206902,1.77e-6,8.35e-5
ENSDARG00000097651,tgm8,AL121899.2,40.06208651,3.058797673,0.860831752,3.553304891,3.80423e-4,0.006822427
ENSDARG00000097651,tgm8,TGM3,40.06208651,3.058797673,0.860831752,3.553304891,3.80423e-4,0.006822427
ENSDARG00000097651,tgm8,TGM6,40.06208651,3.058797673,0.860831752,3.553304891,3.80423e-4,0.006822427
ENSDARG00000097683,sptbn5,SPTBN5,84.13557783,1.776742582,0.494543434,3.592692691,3.27278e-4,0.006088803
ENSDARG00000097702,si:ch1073-66l23.1,FCGR3B,62.09370886,2.110582774,0.714032511,2.95586369,0.003117949,0.035768638
ENSDARG00000097702,si:ch1073-66l23.1,FCER1A,62.09370886,2.110582774,0.714032511,2.95586369,0.003117949,0.035768638
ENSDARG00000097702,si:ch1073-66l23.1,FCGR1A,62.09370886,2.110582774,0.714032511,2.95586369,0.003117949,0.035768638
ENSDARG00000097702,si:ch1073-66l23.1,FCGR3A,62.09370886,2.110582774,0.714032511,2.95586369,0.003117949,0.035768638
ENSDARG00000097702,si:ch1073-66l23.1,FCGR1B,62.09370886,2.110582774,0.714032511,2.95586369,0.003117949,0.035768638
ENSDARG00000097702,si:ch1073-66l23.1,FCGR2C,62.09370886,2.110582774,0.714032511,2.95586369,0.003117949,0.035768638
ENSDARG00000097702,si:ch1073-66l23.1,FCGR2B,62.09370886,2.110582774,0.714032511,2.95586369,0.003117949,0.035768638
ENSDARG00000097702,si:ch1073-66l23.1,FCGR2A,62.09370886,2.110582774,0.714032511,2.95586369,0.003117949,0.035768638
ENSDARG00000097702,si:ch1073-66l23.1,FCRLB,62.09370886,2.110582774,0.714032511,2.95586369,0.003117949,0.035768638
ENSDARG00000097718,stard10,STARD10,43.18498573,2.178026093,0.564403054,3.858990623,1.13856e-4,0.002630141
ENSDARG00000097726,si:ch211-149e23.4,,39.63071851,2.569044028,0.663121943,3.874165311,1.06991e-4,0.002493538
ENSDARG00000097773,CR391910.3,,7.035668752,2.724732248,0.759025108,3.589778811,3.30959e-4,0.006148347
ENSDARG00000097782,si:dkey-42l23.4,FPR1,14.09730913,2.26439375,0.785710721,2.881968759,0.003951989,0.043117189
ENSDARG00000097782,si:dkey-42l23.4,FPR3,14.09730913,2.26439375,0.785710721,2.881968759,0.003951989,0.043117189
ENSDARG00000097782,si:dkey-42l23.4,FPR2,14.09730913,2.26439375,0.785710721,2.881968759,0.003951989,0.043117189
ENSDARG00000097782,si:dkey-42l23.4,GPR32,14.09730913,2.26439375,0.785710721,2.881968759,0.003951989,0.043117189
ENSDARG00000097793,si:ch211-33e4.3,,6.856856293,2.335465685,0.786923056,2.967845033,0.002998955,0.034720043
ENSDARG00000097827,lrp1aa,LRP1,1204.161152,1.895600096,0.631776554,3.000428054,0.002696004,0.031973954
ENSDARG00000097845,si:ch211-105j21.9,,76.06883988,2.871278729,0.628988009,4.564918071,5e-6,1.98715e-4
ENSDARG00000097901,si:ch73-90p23.1,FFAR2,12.65640067,2.988230362,0.792720432,3.769589177,1.63516e-4,0.003540926
ENSDARG00000097901,si:ch73-90p23.1,GPR42,12.65640067,2.988230362,0.792720432,3.769589177,1.63516e-4,0.003540926
ENSDARG00000097901,si:ch73-90p23.1,FFAR3,12.65640067,2.988230362,0.792720432,3.769589177,1.63516e-4,0.003540926
ENSDARG00000097909,si:dkey-195m11.11,,43.66800006,4.073954352,0.692824371,5.88021225,4.1e-9,6.13e-7
ENSDARG00000097944,BX664614.1,,552.1700758,-1.442939406,0.43894835,-3.287264677,0.001011657,0.014734106
ENSDARG00000097959,si:dkey-248g15.3,,1544.0816,3.415922366,0.803102418,4.253408143,2.11e-5,6.42587e-4
ENSDARG00000098024,si:dkey-262k9.2,,406.8268227,2.317919808,0.609170713,3.805041443,1.4178e-4,0.003149941
ENSDARG00000098121,FP101882.1,,162.3896133,-1.9547956,0.669471599,-2.919908184,0.003501345,0.039295458
ENSDARG00000098140,ankrd13d,ANKRD13D,242.7011921,-1.36695354,0.357617857,-3.822386141,1.32167e-4,0.002976529
ENSDARG00000098191,si:dkey-16l2.20,,88.46912136,4.006808632,0.556232633,7.203476376,5.87e-13,5.98e-10
ENSDARG00000098204,CU984600.2,,34117.32909,2.170361323,0.620546031,3.497502547,4.69636e-4,0.008135925
ENSDARG00000098256,si:ch73-329n5.6,,3.787684819,2.687001441,0.861625524,3.118525815,0.001817582,0.023582275
ENSDARG00000098293,si:dkey-27i16.2,,641.4078918,1.686921533,0.486567336,3.466984751,5.26332e-4,0.008866825
ENSDARG00000098296,gnsb,ARSF,630.6525751,1.370640388,0.371422202,3.690248947,2.24035e-4,0.004518517
ENSDARG00000098296,gnsb,ARSH,630.6525751,1.370640388,0.371422202,3.690248947,2.24035e-4,0.004518517
ENSDARG00000098296,gnsb,ARSE,630.6525751,1.370640388,0.371422202,3.690248947,2.24035e-4,0.004518517
ENSDARG00000098315,cyp1a,CYP1A1,65.9350064,4.082063496,0.806650173,5.060512766,4.18e-7,2.58e-5
ENSDARG00000098315,cyp1a,CYP1A2,65.9350064,4.082063496,0.806650173,5.060512766,4.18e-7,2.58e-5
ENSDARG00000098330,spef2,SPEF2,59.39063858,-1.525328452,0.491891496,-3.100944951,0.001929041,0.024595854
ENSDARG00000098345,mamdc2a,MAMDC2,60.94491038,2.490627878,0.597379601,4.169254986,3.06e-5,8.77617e-4
ENSDARG00000098359,il17rd,IL17RD,70.21472894,3.184941061,0.549366237,5.797482343,6.73e-9,9.19e-7
ENSDARG00000098368,aplp1,APLP1,75.26352653,3.325913722,0.775811768,4.287011177,1.81e-5,5.65619e-4
ENSDARG00000098377,tnfrsf11b,,134.6885414,1.985889808,0.642102808,3.092791036,0.001982837,0.025131989
ENSDARG00000098410,si:dkey-19b23.10,TRERF1,20.63707736,2.564360386,0.704477349,3.640089193,2.72544e-4,0.005257954
ENSDARG00000098451,tmem56a,TMEM56-RWDD3,162.4345688,1.229997794,0.414264763,2.969110345,0.002986633,0.034632973
ENSDARG00000098451,tmem56a,TMEM56,162.4345688,1.229997794,0.414264763,2.969110345,0.002986633,0.034632973
ENSDARG00000098461,si:dkey-11f4.14,CD48,15.61727898,2.877495684,0.805367286,3.572898644,3.53051e-4,0.006461536
ENSDARG00000098461,si:dkey-11f4.14,SLAMF8,15.61727898,2.877495684,0.805367286,3.572898644,3.53051e-4,0.006461536
ENSDARG00000098481,anxa1d,ANXA1,64.103777590000007,4.180029639,0.754360315,5.541157924,3e-8,2.99e-6
ENSDARG00000098511,ntrk2b,NTRK2,22.5180951,-3.826457129,0.807844618,-4.736625143,2.17e-6,1.002e-4
ENSDARG00000098537,spata22,SPATA22,144.4345233,-1.861250793,0.56058568,-3.320189687,8.99563e-4,0.013374671
ENSDARG00000098540,zc3h7ba,ZC3H7B,1595.208233,1.237978749,0.416638998,2.971346312,0.002964972,0.034457133
ENSDARG00000098620,si:ch211-188p14.2,,34.67660189,3.247279408,0.831573504,3.904981813,9.42e-5,0.002245104
ENSDARG00000098625,efna5b,EFNA5,71.23054653,3.062036457,0.815730268,3.753736472,1.74218e-4,0.003716246
ENSDARG00000098640,CU984600.3,,37.60189611,3.533290184,0.68832787,5.133149968,2.85e-7,1.92e-5
ENSDARG00000098641,nbeal2,NBEAL2,231.9236227,1.620308956,0.385804925,4.199814077,2.67e-5,7.83997e-4
ENSDARG00000098644,si:ch211-126j24.1,,1516.195669,-1.388930462,0.356070719,-3.900715193,9.59e-5,0.002279968
ENSDARG00000098662,si:ch73-359m17.9,,16.82859931,2.768549481,0.793991551,3.486875242,4.88699e-4,0.008391429
ENSDARG00000098699,si:ch211-11c3.9,,27.94158416,3.03035927,0.808746616,3.746982319,1.78975e-4,0.003806326
ENSDARG00000098706,si:ch73-236c18.7,,67.41837566,2.549471532,0.521885871,4.885113156,1.03e-6,5.27e-5
ENSDARG00000098720,FP245456.1,LPL,11.79605883,2.389028666,0.837384176,2.852966099,0.004331324,0.046519138
ENSDARG00000098722,si:ch73-170d6.3,,21.20373464,1.698886788,0.546385559,3.109318614,0.001875194,0.024095959
ENSDARG00000098772,gig2d,,617.4579978,2.810533329,0.643885642,4.364957291,1.27e-5,4.2505e-4
ENSDARG00000098777,CU693379.1,CRYBG2,166.383346,4.840727344,0.733260228,6.601649944,4.07e-11,1.47e-8
ENSDARG00000098787,cd7al,,171.5797687,1.517708636,0.519821752,2.919671272,0.003504008,0.039295458
ENSDARG00000098834,sox4b,SOX4,229.9337934,1.864385774,0.557534812,3.343980922,8.25854e-4,0.012558031
ENSDARG00000098892,si:ch211-223a21.1,,62.11620237,-1.287213894,0.41607744,-3.093688271,0.001976851,0.02507963
ENSDARG00000098925,prdm1b,,27.77080586,2.915283416,0.759570547,3.838068007,1.24006e-4,0.002830397
ENSDARG00000099088,edar,EDAR,10.7229049,2.819586833,0.81528301,3.458414806,5.43364e-4,0.009079609
ENSDARG00000099092,RASGRP2,RASGRP2,38.84536082,1.49327506,0.495398612,3.014289957,0.002575815,0.030982315
ENSDARG00000099124,f3a,F3,74.86674307,3.056988488,0.681485607,4.485771172,7.27e-6,2.67532e-4
ENSDARG00000099137,BX663503.3,LTBP4,324.381053,2.460695105,0.637662338,3.858931221,1.13884e-4,0.002630141
ENSDARG00000099233,si:zfos-2372e4.1,,16.26516442,2.965752884,0.812154341,3.651710929,2.60499e-4,0.005080562
ENSDARG00000099281,si:dkey-112e7.2,,1645.754941,-0.818381352,0.28241876,-2.897758464,0.003758399,0.041620574
ENSDARG00000099282,si:ch73-359m17.6,,25.45003962,3.477099592,0.799708071,4.347961112,1.37e-5,4.54384e-4
ENSDARG00000099291,lsr,LSR,167.489176,4.55341937,0.69947771,6.50974192,7.53e-11,2.44e-8
ENSDARG00000099352,si:rp71-62i8.1,,20.53616355,3.563891188,0.764581233,4.661232884,3.14e-6,1.3531e-4
ENSDARG00000099374,sp9,SP9,35.9998213,3.28329388,0.861427374,3.811457562,1.3815e-4,0.003085297
ENSDARG00000099377,si:cabz01030277.1,,69.72675513,2.817235401,0.651586477,4.323655421,1.53e-5,4.98237e-4
ENSDARG00000099382,si:ch211-209n20.1,,176.2214933,2.188075124,0.537582971,4.070209141,4.7e-5,0.001243742
ENSDARG00000099385,si:ch211-223l2.4,LSP1,212.2927756,2.072533241,0.461205749,4.493728112,7e-6,2.60866e-4
ENSDARG00000099395,cables1,CABLES1,172.924836,-0.962946165,0.312267607,-3.083720965,0.002044292,0.025758324
ENSDARG00000099409,zgc:162182,OGFR,52.18377592,2.55532052,0.604791398,4.22512709,2.39e-5,7.08634e-4
ENSDARG00000099421,si:ch73-236c18.9,,11.09270371,3.569696663,0.785305383,4.545615935,5.48e-6,2.14243e-4
ENSDARG00000099456,BX293991.1,,14.04209871,2.558156332,0.808803144,3.162891181,0.001562107,0.020940653
ENSDARG00000099495,si:ch73-309g22.1,,6.285748493,2.948720561,0.832298176,3.542865582,3.95804e-4,0.007033418
ENSDARG00000099518,si:ch211-119e14.1,,348.9152831,1.981124189,0.526420202,3.763389364,1.67626e-4,0.003604378
ENSDARG00000099533,zgc:113279,,54.48043243,4.279027263,0.757019388,5.652467207,1.58e-8,1.8e-6
ENSDARG00000099538,si:ch211-188p14.3,,17.83213553,3.354395035,0.783068284,4.283655851,1.84e-5,5.73384e-4
ENSDARG00000099599,pigrl2.3,FCAMR,14.37375369,3.152226051,0.771512699,4.085773385,4.39e-5,0.001182248
ENSDARG00000099609,tpbga,,9.077112249,2.320335789,0.811333091,2.859905279,0.004237676,0.045767324
ENSDARG00000099636,si:ch211-11c3.11,,6.567645605,2.545134723,0.867325085,2.934464559,0.003341237,0.03784318
ENSDARG00000099660,CU915256.1,,59.00600398,2.11756086,0.66253045,3.196171376,0.001392644,0.019099751
ENSDARG00000099672,capgb,CAPG,844.8694704,2.852537753,0.412505579,6.915149512,4.67e-12,3.03e-9
ENSDARG00000099674,dicp3.1,CD4,131.7010694,1.592107628,0.50721461,3.138923043,0.0016957,0.022304282
ENSDARG00000099678,BX569789.1,GIMAP4,10.51070053,3.376644523,0.851187126,3.966982604,7.28e-5,0.001819282
ENSDARG00000099678,BX569789.1,GIMAP1,10.51070053,3.376644523,0.851187126,3.966982604,7.28e-5,0.001819282
ENSDARG00000099678,BX569789.1,GIMAP6,10.51070053,3.376644523,0.851187126,3.966982604,7.28e-5,0.001819282
ENSDARG00000099678,BX569789.1,GIMAP2,10.51070053,3.376644523,0.851187126,3.966982604,7.28e-5,0.001819282
ENSDARG00000099690,vaspa,VASP,163.2201033,1.857436019,0.594328394,3.125268853,0.001776426,0.023160657
ENSDARG00000099702,ahrra,AHRR,17.07309927,2.750274283,0.809262308,3.398495465,6.77576e-4,0.010714513
ENSDARG00000099761,vox,DLX4,25.79579848,2.277657421,0.798506978,2.852395138,0.004339113,0.046534602
ENSDARG00000099773,olfcg4,,5903.562366,2.722013745,0.826402399,3.293811522,9.88387e-4,0.014444365
ENSDARG00000099776,glula,GLUL,1010.478483,-2.146221472,0.678227332,-3.164457361,0.001553724,0.020854411
ENSDARG00000099803,pik3c2g,PIK3C2G,106.1460965,1.834150493,0.578437774,3.170869152,0.001519836,0.020444147
ENSDARG00000099819,sb:cb1058,,39.53885951,1.67244389,0.506328174,3.303082812,9.56281e-4,0.01407128
ENSDARG00000099874,agap2,AGAP2,154.1442353,1.941360273,0.577803078,3.359899501,7.79708e-4,0.011939906
ENSDARG00000099880,sp6,SP6,13.79947444,2.740415662,0.821797942,3.334658705,8.54041e-4,0.012887479
ENSDARG00000099902,il17rc,,67.23696091,4.855033125,0.731683185,6.635430778,3.24e-11,1.31e-8
ENSDARG00000099915,p2ry2.1,P2RY2,8.270353842,2.632491494,0.837094677,3.144795407,0.00166203,0.022018041
ENSDARG00000099923,zgc:154054,,52.77763263,4.243073795,0.779412732,5.443936981,5.2100000000000003e-008,4.65e-6
ENSDARG00000100088,zmp:0000001114,ST14,290.971377,3.699486546,0.625716871,5.912396991,3.37e-9,5.27e-7
ENSDARG00000100095,anxa1b,ANXA1,281.0416428,3.303415929,0.66993931,4.930918186,8.18e-7,4.42e-5
ENSDARG00000100115,dnah1,DNAH1,63.14799211,4.048785079,0.790531098,5.121601274,3.03e-7,2.02e-5
ENSDARG00000100131,cdh29,CDH3,132.7830055,3.740598951,0.54582597,6.853098164,7.23e-12,3.68e-9
ENSDARG00000100190,si:ch211-188p14.4,MSLNL,127.6053182,3.84918296,0.739478983,5.205263503,1.94e-7,1.37e-5
ENSDARG00000100223,gpa33a,ESAM,412.0937329,5.346133595,0.667318576,8.011366371,1.13e-15,3.03e-12
ENSDARG00000100244,ebf3a,EBF3,43.97861592,2.149098386,0.666749528,3.223246956,0.001267462,0.017633131
ENSDARG00000100267,GRM7,GRM7,27.5966656,3.072999424,0.705907172,4.353262787,1.34e-5,4.44904e-4
ENSDARG00000100311,si:dkey-165e24.1,,128.1430755,3.477908137,0.73521374,4.730472169,2.24e-6,1.02016e-4
ENSDARG00000100312,hoxa13a,,9.080920648,3.017426839,0.864096325,3.492002859,4.79413e-4,0.008278486
ENSDARG00000100334,lat,,81.88694567,1.51199661,0.492932216,3.06735198,0.002159644,0.026926329
ENSDARG00000100370,CT955963.1,SEPT14,469.836913,1.476694893,0.483454987,3.054462012,0.002254646,0.027945755
ENSDARG00000100370,CT955963.1,SEPT1,469.836913,1.476694893,0.483454987,3.054462012,0.002254646,0.027945755
ENSDARG00000100383,il10ra,IFNAR2,324.7323687,1.708464877,0.467663203,3.653195,2.58997e-4,0.005057228
ENSDARG00000100383,il10ra,IFNGR1,324.7323687,1.708464877,0.467663203,3.653195,2.58997e-4,0.005057228
ENSDARG00000100383,il10ra,AP000295.1,324.7323687,1.708464877,0.467663203,3.653195,2.58997e-4,0.005057228
ENSDARG00000100420,tpcn2,TPCN2,99.42396366,1.38780973,0.462477291,3.000817028,0.002692563,0.031973954
ENSDARG00000100420,tpcn2,AP003071.5,99.42396366,1.38780973,0.462477291,3.000817028,0.002692563,0.031973954
ENSDARG00000100449,BX322631.1,,42.95774413,3.947603382,0.780947114,5.05489208,4.31e-7,2.62e-5
ENSDARG00000100518,CR387919.1,,72.99015679,2.864899614,0.702427738,4.078568458,4.53e-5,0.001210497
ENSDARG00000100582,si:ch211-195b11.3,,179.6027606,4.011424321,0.657028355,6.105405175,1.03e-9,2.01e-7
ENSDARG00000100599,c1s,PRRG2,201.7975732,2.320584293,0.626576436,3.703593305,2.12567e-4,0.004368751
ENSDARG00000100646,BX005454.1,,4.174678545,-3.243974607,0.875308418,-3.706093236,2.10481e-4,0.004334204
ENSDARG00000100662,cxcl11.1,,76.77692426,2.703893854,0.681141942,3.969648154,7.2e-5,0.001801155
ENSDARG00000100693,ddr2a,DDR2,91.31360498,1.637732226,0.557587327,2.937176201,0.003312159,0.037613393
ENSDARG00000100712,si:dkey-19b23.12,,30.02677932,3.356805957,0.812341255,4.132260841,3.59e-5,0.001007254
ENSDARG00000100788,trip10b,TRIP10,41.61969092,2.72312143,0.704425951,3.865731276,1.10757e-4,0.002567411
ENSDARG00000100794,mmp13b,MMP10,226.9172914,3.67128638,0.708517358,5.181646347,2.2e-7,1.52e-5
ENSDARG00000100794,mmp13b,MMP12,226.9172914,3.67128638,0.708517358,5.181646347,2.2e-7,1.52e-5
ENSDARG00000100794,mmp13b,MMP27,226.9172914,3.67128638,0.708517358,5.181646347,2.2e-7,1.52e-5
ENSDARG00000100794,mmp13b,MMP26,226.9172914,3.67128638,0.708517358,5.181646347,2.2e-7,1.52e-5
ENSDARG00000100794,mmp13b,MMP13,226.9172914,3.67128638,0.708517358,5.181646347,2.2e-7,1.52e-5
ENSDARG00000100794,mmp13b,MMP3,226.9172914,3.67128638,0.708517358,5.181646347,2.2e-7,1.52e-5
ENSDARG00000100862,gprc5c,GPRC5C,36.67848447,2.76682503,0.716818571,3.859867955,1.13448e-4,0.002626869
ENSDARG00000100900,si:ch211-183d5.2,,71.79022982,2.643158257,0.567412558,4.658265348,3.19e-6,1.36992e-4
ENSDARG00000100942,zgc:194655,,58.1789749,1.913490084,0.658722955,2.90484804,0.003674314,0.040858606
ENSDARG00000100968,si:ch211-1a19.3,,1419.800017,2.877827977,0.489496441,5.879160165,4.12e-9,6.13e-7
ENSDARG00000100969,tmprss13a,,42.57494691,3.035870487,0.772878678,3.928003934,8.57e-5,0.002080095
ENSDARG00000101023,msx2b,,20.35742897,2.513704158,0.791484972,3.175934158,0.001493548,0.020160548
ENSDARG00000101040,ccl20a.3,,13.00183603,2.745768206,0.791100285,3.470821914,5.18868e-4,0.008803474
ENSDARG00000101043,ppl,PPL,712.0235833,4.762189511,0.72827517,6.538997495,6.19e-11,2.1e-8
ENSDARG00000101049,CABZ01075274.1,,24.65080423,2.205981377,0.648712659,3.400552381,6.72498e-4,0.010662246
ENSDARG00000101051,ctsbb,CTSL,17.96752983,2.640743083,0.642917035,4.107439904,4e-5,0.001098777
ENSDARG00000101051,ctsbb,TINAG,17.96752983,2.640743083,0.642917035,4.107439904,4e-5,0.001098777
ENSDARG00000101051,ctsbb,CTSV,17.96752983,2.640743083,0.642917035,4.107439904,4e-5,0.001098777
ENSDARG00000101051,ctsbb,CTSF,17.96752983,2.640743083,0.642917035,4.107439904,4e-5,0.001098777
ENSDARG00000101051,ctsbb,CTSW,17.96752983,2.640743083,0.642917035,4.107439904,4e-5,0.001098777
ENSDARG00000101076,irx3a,IRX3,163.9038362,3.568121996,0.653652036,5.458748383,4.8e-8,4.35e-6
ENSDARG00000101088,si:ch73-359m17.5,,28.20836761,3.205651542,0.829250136,3.865723262,1.1076e-4,0.002567411
ENSDARG00000101090,pappaa,PAPPA,15.98282163,3.131100528,0.779884373,4.014826605,5.95e-5,0.001527904
ENSDARG00000101138,BX323596.1,CXCL9,91.77864071,2.126390525,0.704174579,3.019692258,0.002530316,0.030619977
ENSDARG00000101164,nansb,,52.74213087,3.369645583,0.774489336,4.350796616,1.36e-5,4.49241e-4
ENSDARG00000101170,rab42b,,33.46661795,2.352688163,0.741442027,3.173124905,0.001508076,0.020318194
ENSDARG00000101190,cyp2k8,CYP2C19,26.38269178,2.72084481,0.690312813,3.941466478,8.1e-5,0.001982464
ENSDARG00000101190,cyp2k8,CYP2C8,26.38269178,2.72084481,0.690312813,3.941466478,8.1e-5,0.001982464
ENSDARG00000101190,cyp2k8,CYP2C18,26.38269178,2.72084481,0.690312813,3.941466478,8.1e-5,0.001982464
ENSDARG00000101190,cyp2k8,CYP2J2,26.38269178,2.72084481,0.690312813,3.941466478,8.1e-5,0.001982464
ENSDARG00000101190,cyp2k8,CYP2C9,26.38269178,2.72084481,0.690312813,3.941466478,8.1e-5,0.001982464
ENSDARG00000101190,cyp2k8,AL583836.1,26.38269178,2.72084481,0.690312813,3.941466478,8.1e-5,0.001982464
ENSDARG00000101199,rbp4,RBP4,2759.097017,2.022851159,0.56894918,3.555416245,3.77381e-4,0.006790639
ENSDARG00000101334,ctsc,CTSC,2346.436849,1.588524435,0.337785124,4.70276612,2.57e-6,1.15121e-4
ENSDARG00000101350,arhgap28,ARHGAP28,53.27734283,1.981179734,0.600710061,3.298063178,9.73542e-4,0.01425663
ENSDARG00000101356,CABZ01044156.1,,109.7283846,1.995125646,0.561354643,3.554126912,3.79236e-4,0.006806844
ENSDARG00000101429,si:ch73-208h1.1,,9.712893159,3.067402981,0.842005632,3.642972046,2.69508e-4,0.005224368
ENSDARG00000101479,BX908782.2,,186.0694232,3.286102455,0.593961238,5.532520042,3.16e-8,3.11e-6
ENSDARG00000101609,si:dkey-109a10.2,,51.50177154,1.804454107,0.527089379,3.423430973,6.1836e-4,0.009992298
ENSDARG00000101613,si:dkey-238i5.2,,107.3283074,4.052996025,0.543152291,7.461988265,8.52e-14,1.25e-10
ENSDARG00000101641,trpm2,TRPM2,57.56899306,2.075686506,0.557070608,3.726074355,1.94485e-4,0.004065574
ENSDARG00000101654,si:ch211-188c18.1,CD7,9.821598179,2.853497906,0.777180281,3.671603584,2.41033e-4,0.004797124
ENSDARG00000101675,zgc:123107,HLA-DQA1,337.3622503,2.118626622,0.528647893,4.007632771,6.13e-5,0.001566523
ENSDARG00000101675,zgc:123107,HLA-DQA2,337.3622503,2.118626622,0.528647893,4.007632771,6.13e-5,0.001566523
ENSDARG00000101694,znf1184,,110.9785494,-1.267540682,0.439043217,-2.887052192,0.003888697,0.042578647
ENSDARG00000101721,LO018584.1,PLA2G4C,14.32649289,2.315228976,0.772592617,2.99670088,0.002729184,0.032242343
ENSDARG00000101814,lpar3,LPAR3,22.42765852,3.239229419,0.751867871,4.308242901,1.65e-5,5.27839e-4
ENSDARG00000101816,col5a3b,,128.3200797,2.444225725,0.783671445,3.118941923,0.001815017,0.023577593
ENSDARG00000101878,kdf1b,KDF1,10.14854116,2.461622679,0.848006593,2.902834364,0.003698022,0.041036916
ENSDARG00000101894,stk10,STK10,250.5858448,1.972717702,0.463034406,4.260412778,2.04e-5,6.26348e-4
ENSDARG00000101901,zgc:193711,,9.232073312,2.824060091,0.852495902,3.312696383,9.24012e-4,0.013681137
ENSDARG00000101906,zgc:113442,GIMAP4,15.6106431,2.711103889,0.82468879,3.287426627,0.001011075,0.014734106
ENSDARG00000101906,zgc:113442,GIMAP1,15.6106431,2.711103889,0.82468879,3.287426627,0.001011075,0.014734106
ENSDARG00000101906,zgc:113442,GIMAP6,15.6106431,2.711103889,0.82468879,3.287426627,0.001011075,0.014734106
ENSDARG00000101906,zgc:113442,GIMAP2,15.6106431,2.711103889,0.82468879,3.287426627,0.001011075,0.014734106
ENSDARG00000101910,pcdh20,,55.79225341,4.674544727,0.786835156,5.940945434,2.83e-9,4.51e-7
ENSDARG00000101939,BX324216.1,,58.03257454,3.395202546,0.578055624,5.873487614,4.27e-9,6.25e-7
ENSDARG00000101956,CU571315.2,TPSAB1,55.63351117,3.410762919,0.733349698,4.6509365560000004,3.3e-6,1.40548e-4
ENSDARG00000101956,CU571315.2,TPSG1,55.63351117,3.410762919,0.733349698,4.6509365560000004,3.3e-6,1.40548e-4
ENSDARG00000101956,CU571315.2,TPSD1,55.63351117,3.410762919,0.733349698,4.6509365560000004,3.3e-6,1.40548e-4
ENSDARG00000101956,CU571315.2,TPSB2,55.63351117,3.410762919,0.733349698,4.6509365560000004,3.3e-6,1.40548e-4
ENSDARG00000101989,thrap3a,THRAP3,137.7197279,1.978243649,0.545623666,3.625655876,2.88229e-4,0.005501034
ENSDARG00000101990,CU571315.3,TPSG1,64.85865146,4.611839632,0.760351302,6.065406372,1.32e-9,2.45e-7
ENSDARG00000101990,CU571315.3,TPSAB1,64.85865146,4.611839632,0.760351302,6.065406372,1.32e-9,2.45e-7
ENSDARG00000101990,CU571315.3,TPSB2,64.85865146,4.611839632,0.760351302,6.065406372,1.32e-9,2.45e-7
ENSDARG00000101990,CU571315.3,TPSD1,64.85865146,4.611839632,0.760351302,6.065406372,1.32e-9,2.45e-7
ENSDARG00000102025,znf644b,ZNF644,271.2374558,-1.453316875,0.419068814,-3.467967132,5.24411e-4,0.008848409
ENSDARG00000102058,si:dkeyp-11e3.1,,79.76772603,4.251821008,0.752862653,5.647538753,1.63e-8,1.83e-6
ENSDARG00000102059,RGS13 (1 of many),RGS13,41.98245331,3.946056204,0.790711773,4.99051151,6.02e-7,3.5e-5
ENSDARG00000102061,b3galt2,B3GALT2,2116.902711,-1.5563111060000001,0.539509943,-2.884675485,0.003918173,0.042835624
ENSDARG00000102080,mif4gda,MIF4GD,289.1780511,-1.361522749,0.436935343,-3.116073742,0.001832764,0.023699468
ENSDARG00000102097,nfkbiz,NFKBIZ,347.7100609,2.431114542,0.482241983,5.041275185,4.62e-7,2.79e-5
ENSDARG00000102138,foxa1,FOXA1,9.614477743,2.418785233,0.820951435,2.946319514,0.0032158,0.036733608
ENSDARG00000102211,csf3a,CSF3,14.54226878,2.275347275,0.725611082,3.135766987,0.001714053,0.022496728
ENSDARG00000102267,znf750,ZNF750,45.49152722,4.403414847,0.748823186,5.880446719,4.09e-9,6.13e-7
ENSDARG00000102332,spint1a,WFDC8,437.2748054,4.962601498,0.718722835,6.904750002,5.03e-12,3.07e-9
ENSDARG00000102332,spint1a,WFDC6,437.2748054,4.962601498,0.718722835,6.904750002,5.03e-12,3.07e-9
ENSDARG00000102332,spint1a,EPPIN-WFDC6,437.2748054,4.962601498,0.718722835,6.904750002,5.03e-12,3.07e-9
ENSDARG00000102332,spint1a,SPINT1,437.2748054,4.962601498,0.718722835,6.904750002,5.03e-12,3.07e-9
ENSDARG00000102332,spint1a,EPPIN,437.2748054,4.962601498,0.718722835,6.904750002,5.03e-12,3.07e-9
